f,mag,rad,real,imag
0.0,346.41016151377534,0.0,346.41016151377534,0.0
1.000100010001,362.8664612627449,0.06972455253688817,361.9847784918554,25.280206675372188
2.000200020002,366.34340746072843,0.1089330674223525,364.1719648859229,39.82803260347484
3.0003000300030003,366.7710341205514,0.14542520774307405,362.8995374018673,53.149950360930895
4.000400040004,365.4070852264929,0.18107110939243606,359.43317933207214,65.80370452307301
5.000500050005,362.82089334114045,0.21623249796751698,354.37177506391697,77.84372603435577
6.0006000600060005,359.33277745563987,0.25089750909058983,348.0820625151806,89.21279453734378
7.000700070007,355.14635010685663,0.28495709692722043,340.82461692457144,99.83742030141353
8.000800080008,350.4043877471998,0.3182899208731376,332.8042633948419,109.65654206980378
9.000900090009,345.2155393899147,0.3507887918136535,324.19258471198265,118.62940889186667
10.00100010001,339.6677555642978,0.38236745627167995,315.138273566949,126.736153891975
11.001100110011,333.8352284196245,0.41296069486806264,305.7719188819858,133.97571928230568
12.001200120012001,327.78206753532766,0.4425222879746301,296.208277758898,140.3628867786697
13.001300130013,321.5643176909118,0.4710224580001788,286.5474957607489,145.9251283544587
14.001400140014,315.23113859323087,0.4984453437891829,276.87597075772067,150.69959374780856
15.001500150015,308.82556944786177,0.5247866844124822,267.26717151164854,154.73038285016665
16.001600160016,302.3850953894851,0.55005175615508,257.7825283729156,158.0661696232783
17.001700170017,295.9421242881756,0.5742535612351495,248.47241802548206,160.75819857403255
18.001800180018,289.5244250031511,0.5974112525587179,239.3772208816516,162.8586466736792
19.001900190019,283.1555481053582,0.6195487749979374,230.52841406383075,164.41932590805993
20.00200020002,276.85523495586426,0.6406937031027878,221.94966151314077,165.49069120850587
21.002100210021002,270.6398140314317,0.6608762555090171,213.6578681223244,166.12111343351677
22.002200220022,264.5225807665323,0.6801284669558902,205.66417269761382,166.35637590423966
23.002300230023,258.51415681222073,0.6984834996550717,197.9748627307483,166.2393545436063
24.002400240024002,252.62282530222382,0.7159750767503474,190.59220126742548,165.80984494207536
25.002500250025,246.85483980331583,0.732637021768046,183.51516212139413,165.10450389338004
26.002600260026,241.21470575855224,0.7485028892477454,176.74007421412563,164.15687753173881
27.002700270027,235.70543423638915,0.7636056731144183,170.2611790292461,162.99749275413953
28.002800280028,230.32876860736116,0.7779775807545524,164.07110726011825,161.65399286940638
29.002900290029,225.085385370678,0.7916498621424172,158.16128192521015,160.15130223398378
30.00300030003,219.97507076265236,0.8046526846899518,152.52225574615818,158.51180794861128
31.003100310031,214.99687502669386,0.817015045736684,147.1439906171466,156.75554949189163
32.003200320032,210.1492463434631,0.8287647157367469,142.01608669708273,154.90040948290687
33.003300330033,205.43014644085275,0.8399282062291591,137.12796815015795,152.9623006420846
34.003400340034,200.83714985400368,0.8505307575927076,132.46903193769242,150.95534551306937
35.003500350035,196.36752870812597,0.8605963423906081,128.0287653912329,148.89204667588302
36.003600360036,192.0183247693289,0.8701476808087241,123.79683761985132,146.78344607803578
37.003700370037,187.78641036462895,0.8792062652926421,119.76316915385102,144.6392727852947
38.003800380038,183.66853962185988,0.8877923920026479,115.91798362116928,142.46807895114276
39.003900390039,179.6613913304969,0.895925197141227,112.25184470165605,140.27736416074134
40.00400040004,175.76160458028406,0.9036226965746256,108.75568111210035,138.07368855245113
41.004100410041,171.96580819908587,0.910901827477207,105.420801941312,135.86277528306073
42.004200420042004,168.27064488635816,0.917778490983092,102.23890427714016,133.64960300233076
43.004300430043,164.67279082485376,0.9242675950413535,99.2020747418745,131.43848905459004
44.004400440044,161.1689714507993,0.9303830968454699,96.30278627412916,129.23316414275385
45.004500450045,157.7559739714966,0.9361380443506399,93.53389125888019,127.03683918323648
46.004600460046,154.43065713852215,0.9415446165089808,90.88861190770685,124.85226505644994
47.004700470047,151.1899587136575,0.9466141619469136,88.36052862364669,122.68178592271623
48.004800480048004,148.03090100253957,0.9513572358848684,85.94356694496852,120.52738673181037
49.004900490049,144.95059477689554,0.9557836351600009,83.63198354559272,118.3907355091837
50.00500050005,141.94624185927287,0.9599024312605173,81.42035167330096,116.27322095550288
51.005100510051,139.01513660356935,0.9637220013177138,79.30354632717321,114.17598585010309
52.005200520052,136.1546664696598,0.9672500570307854,77.27672941018056,112.09995670440749
53.005300530053,133.36231186030494,0.9704936715214391,75.33533503923918,110.04587006903445
54.005400540054,130.63564536268865,0.973459304131594,73.47505515132116,108.01429585863379
55.005500550055004,127.9723305148067,0.9761528231890847,71.69182550875364,106.00565802169876
56.005600560056,125.37012019801472,0.9785795267741471,69.98181217819885,104.02025284875997
57.005700570057,122.8268547409091,0.9807441615242919,68.34139853481615,102.05826518146296
58.005800580058,120.34045980597166,0.98265093951756,66.76717282476154,100.1197827569612
59.005900590059,117.90894411872074,0.9843035532745792,65.25591630465046,98.204808896673
60.00600060006,115.53039708919286,0.9857051889187012,63.8045919652069,96.31327372558798
61.006100610061004,113.20298636717423,0.9868585375311203,62.41033383746867,94.4450440877781
62.006200620062,110.92495536549258,0.9877658047345029,61.07043687313912,92.59993230537725
63.006300630063,108.6946207796813,0.9884287185345296,59.78234738557714,90.7777039118577
64.006400640064,106.51037012728078,0.9888485354440051,58.543654034176036,88.97808447576881
65.00650065006501,104.37065932579775,0.9890260449089993,57.352079332225834,87.20076561803691
66.006600660066,102.27401032480223,0.9889615720509387,56.205471656572044,85.44541031430552
67.006700670067,100.2190088046808,0.9886549787327716,55.10179773628786,83.71165756345953
68.006800680068,98.20430195211617,0.9881056629513735,54.039135597026295,81.99912649430244
69.006900690069,96.2285963203392,0.9873125565523013,53.01566793759015,80.30741997420894
