   LOG10(FN) FN  Arguments: TI11, TI12 ... TI21, TI22 ... [deg]
   4.1159920          13061.469          0.0000000    
   4.1222931          13252.355          0.0000000    
   4.1285941          13446.030          0.0000000    
   4.1348951          13642.536          0.0000000    
   4.1411962          13841.914          0.0000000    
   4.1474972          14044.206          0.0000000    
   4.1537982          14249.454          0.0000000    
   4.1600992          14457.701          0.0000000    
   4.1664003          14668.992          0.0000000    
   4.1727013          14883.371          0.0000000    
   4.1790023          15100.883          0.0000000    
   4.1853034          15321.573          0.0000000    
   4.1916044          15545.489          0.0000000    
   4.1979054          15772.677          0.0000000    
   4.2042065          16003.186          0.0000000    
   4.2105075          16237.063          0.0000000    
   4.2168085          16474.358          0.0000000    
   4.2231095          16715.122          0.0000000    
   4.2294106          16959.403          0.0000000    
   4.2357116          17207.255          0.0000000    
   4.2420126          17458.729          0.0000000    
   4.2483137          17713.878          0.0000000    
   4.2546147          17972.757          0.0000000    
   4.2609157          18235.418          0.0000000    
   4.2672168          18501.918          0.0000000    
   4.2735178          18772.313          0.0000000    
   4.2798188          19046.659          0.0000000    
   4.2861198          19325.015          0.0000000    
   4.2924209          19607.439          0.0000000    
   4.2987219          19893.990          0.0000000    
   4.3050229          20184.729          0.0000000    
   4.3113240          20479.717          0.0000000    
   4.3176250          20779.017          0.0000000    
   4.3239260          21082.690          0.0000000    
   4.3302271          21390.801          0.0000000    
   4.3365281          21703.415          0.0000000    
   4.3428291          22020.598          0.0000000    
   4.3491301          22342.416          0.0000000    
   4.3554312          22668.938          0.0000000    
   4.3617322          23000.231          0.0000000    
   4.3680332          23336.366          0.0000000    
   4.3743343          23677.414          0.0000000    
   4.3806353          24023.445          0.0000000    
   4.3869363          24374.534          0.0000000    
   4.3932374          24730.754          0.0000000    
   4.3995384          25092.179          0.0000000    
   4.4058394          25458.887          0.0000000    
   4.4121404          25830.954          0.0000000    
   4.4184415          26208.458          0.0000000    
   4.4247425          26591.479          0.0000000    
   4.4310435          26980.099          0.0000000    
   4.4373446          27374.397          0.0000000    
   4.4436456          27774.458          0.0000000    
   4.4499466          28180.365          0.0000000    
   4.4562477          28592.205          0.0000000    
   4.4625487          29010.064          0.0000000    
   4.4688497          29434.029          0.0000000    
   4.4751507          29864.190          0.0000000    
   4.4814518          30300.638          0.0000000    
   4.4877528          30743.464          0.0000000    
   4.4940538          31192.762          0.0000000    
   4.5003549          31648.626          0.0000000    
   4.5066559          32111.152          0.0000000    
   4.5129569          32580.438          0.0000000    
   4.5192580          33056.582          0.0000000    
   4.5255590          33539.685          0.0000000    
   4.5318600          34029.848          0.0000000    
   4.5381610          34527.175          0.0000000    
   4.5444621          35031.769          0.0000000    
   4.5507631          35543.738          0.0000000    
   4.5570641          36063.189          0.0000000    
   4.5633652          36590.232          0.0000000    
   4.5696662          37124.977          0.0000000    
   4.5759672          37667.537          0.0000000    
   4.5822683          38218.026          0.0000000    
   4.5885693          38776.560          0.0000000    
   4.5948703          39343.257          0.0000000    
   4.6011713          39918.236          0.0000000    
   4.6074724          40501.618          0.0000000    
   4.6137734          41093.525          0.0000000    
   4.6200744          41694.083          0.0000000    
   4.6263755          42303.418          0.0000000    
   4.6326765          42921.658          0.0000000    
   4.6389775          43548.933          0.0000000    
   4.6452786          44185.376          0.0000000    
   4.6515796          44831.119          0.0000000    
   4.6578806          45486.300          0.0000000    
   4.6641816          46151.056          0.0000000    
   4.6704827          46825.527          0.0000000    
   4.6767837          47509.855          0.0000000    
   4.6830847          48204.183          0.0000000    
   4.6893858          48908.660          0.0000000    
   4.6956868          49623.431          0.0000000    
   4.7019878          50348.649          0.0000000    
   4.7082889          51084.465          0.0000000    
   4.7145899          51831.035          0.0000000    
   4.7208909          52588.515          0.0000000    
   4.7271919          53357.066          0.0000000    
   4.7334930          54136.849          0.0000000    
   4.7397940          54928.027          0.0000000    
   4.7460950          55730.768          0.0000000    
   4.7523961          56545.241          0.0000000    
   4.7586971          57371.617          0.0000000    
   4.7649981          58210.070          0.0000000    
   4.7712992          59060.776          0.0000000    
   4.7776002          59923.915          0.0000000    
   4.7839012          60799.668          0.0000000    
   4.7902022          61688.220          0.0000000    
   4.7965033          62589.758          0.0000000    
   4.8028043          63504.471          0.0000000    
   4.8091053          64432.552          0.0000000    
   4.8154064          65374.196          0.0000000    
   4.8217074          66329.602          0.0000000    
   4.8280084          67298.971          0.0000000    
   4.8343095          68282.506          0.0000000    
   4.8406105          69280.415          0.0000000    
   4.8469115          70292.908          0.0000000    
   4.8532125          71320.198          0.0000000    
   4.8595136          72362.501          0.0000000    
   4.8658146          73420.037          0.0000000    
   4.8721156          74493.028          0.0000000    
   4.8784167          75581.701          0.0000000    
   4.8847177          76686.283          0.0000000    
   4.8910187          77807.009          0.0000000    
   4.8973198          78944.113          0.0000000    
   4.9036208          80097.836          0.0000000    
   4.9099218          81268.419          0.0000000    
   4.9162228          82456.110          0.0000000    
   4.9225239          83661.158          0.0000000    
   4.9288249          84883.817          0.0000000    
   4.9351259          86124.345          0.0000000    
   4.9414270          87383.002          0.0000000    
   4.9477280          88660.054          0.0000000    
   4.9540290          89955.769          0.0000000    
   4.9603301          91270.420          0.0000000    
   4.9666311          92604.285          0.0000000    
   4.9729321          93957.642          0.0000000    
   4.9792331          95330.779          0.0000000    
   4.9855342          96723.983          0.0000000    
   4.9918352          98137.548          0.0000000    
   4.9981362          99571.771          0.0000000    
   5.0044373          101026.95          0.0000000    
   5.0107383          102503.40          0.0000000    
   5.0170393          104001.43          0.0000000    
   5.0233404          105521.35          0.0000000    
   5.0296414          107063.49          0.0000000    
   5.0359424          108628.16          0.0000000    
   5.0422434          110215.69          0.0000000    
   5.0485445          111826.43          0.0000000    
   5.0548455          113460.71          0.0000000    
   5.0611465          115118.87          0.0000000    
   5.0674476          116801.27          0.0000000    
   5.0737486          118508.25          0.0000000    
   5.0800496          120240.18          0.0000000    
   5.0863507          121997.42          0.0000000    
   5.0926517          123780.34          0.0000000    
   5.0989527          125589.32          0.0000000    
   5.1052537          127424.74          0.0000000    
   5.1115548          129286.97          0.0000000    
   5.1178558          131176.43          0.0000000    
   5.1241568          133093.50          0.0000000    
   5.1304579          135038.58          0.0000000    
   5.1367589          137012.09          0.0000000    
   5.1430599          139014.44          0.0000000    
   5.1493610          141046.06          0.0000000    
   5.1556620          143107.36          0.0000000    
   5.1619630          145198.79          0.0000000    
   5.1682640          147320.79          0.0000000    
   5.1745651          149473.80          0.0000000    
   5.1808661          151658.27          0.0000000    
   5.1871671          153874.67          0.0000000    
   5.1934682          156123.46          0.0000000    
   5.1997692          158405.11          0.0000000    
   5.2060702          160720.11          0.0000000    
   5.2123713          163068.94          0.0000000    
   5.2186723          165452.10          0.0000000    
   5.2249733          167870.09          0.0000000    
   5.2312743          170323.41          0.0000000    
   5.2375754          172812.59          0.0000000    
   5.2438764          175338.14          0.0000000    
   5.2501774          177900.61          0.0000000    
   5.2564785          180500.52          0.0000000    
   5.2627795          183138.43          0.0000000    
   5.2690805          185814.89          0.0000000    
   5.2753816          188530.47          0.0000000    
   5.2816826          191285.73          0.0000000    
   5.2879836          194081.26          0.0000000    
   5.2942846          196917.65          0.0000000    
   5.3005857          199795.49          0.0000000    
   5.3068867          202715.38          0.0000000    
   5.3131877          205677.95          0.0000000    
   5.3194888          208683.81          0.0000000    
   5.3257898          211733.60          0.0000000    
   5.3320908          214827.97          0.0000000    
   5.3383919          217967.55          0.0000000    
   5.3446929          221153.02          0.0000000    
   5.3509939          224385.05          0.0000000    
   5.3572949          227664.30          0.0000000    
   5.3635960          230991.48          0.0000000    
   5.3698970          234367.29          0.0000000    
   5.3761980          237792.43          0.0000000    
   5.3824991          241267.63          0.0000000    
   5.3888001          244793.62          0.0000000    
   5.3951011          248371.13          0.0000000    
   5.4014022          252000.93          0.0000000    
   5.4077032          255683.78          0.0000000    
   5.4140042          259420.45          0.0000000    
   5.4203052          263211.73          0.0000000    
   5.4266063          267058.42          0.0000000    
   5.4329073          270961.32          0.0000000    
   5.4392083          274921.26          0.0000000    
   5.4455094          278939.08          0.0000000    
   5.4518104          283015.61          0.0000000    
   5.4581114          287151.72          0.0000000    
   5.4644125          291348.27          0.0000000    
   5.4707135          295606.16          0.0000000    
   5.4770145          299926.27          0.0000000    
   5.4833155          304309.52          0.0000000    
   5.4896166          308756.83          0.0000000    
   5.4959176          313269.13          0.0000000    
   5.5022186          317847.38          0.0000000    
   5.5085197          322492.53          0.0000000    
   5.5148207          327205.57          0.0000000    
   5.5211217          331987.49          0.0000000    
   5.5274228          336839.30          0.0000000    
   5.5337238          341762.01          0.0000000    
   5.5400248          346756.66          0.0000000    
   5.5463258          351824.31          0.0000000    
   5.5526269          356966.01          0.0000000    
   5.5589279          362182.87          0.0000000    
   5.5652289          367475.96          0.0000000    
   5.5715300          372846.41          0.0000000    
   5.5778310          378295.34          0.0000000    
   5.5841320          383823.91          0.0000000    
   5.5904331          389433.27          0.0000000    
   5.5967341          395124.61          0.0000000    
   5.6030351          400899.13          0.0000000    
   5.6093361          406758.03          0.0000000    
   5.6156372          412702.57          0.0000000    
   5.6219382          418733.98          0.0000000    
   5.6282392          424853.53          0.0000000    
   5.6345403          431062.52          0.0000000    
   5.6408413          437362.25          0.0000000    
   5.6471423          443754.04          0.0000000    
   5.6534434          450239.25          0.0000000    
   5.6597444          456819.23          0.0000000    
   5.6660454          463495.38          0.0000000    
   5.6723464          470269.10          0.0000000    
   5.6786475          477141.81          0.0000000    
   5.6849485          484114.96          0.0000000    
   5.6912495          491190.02          0.0000000    
   5.6975506          498368.47          0.0000000    
   5.7038516          505651.84          0.0000000    
   5.7101526          513041.65          0.0000000    
   5.7164537          520539.45          0.0000000    
   5.7227547          528146.83          0.0000000    
   5.7290557          535865.39          0.0000000    
   5.7353567          543696.75          0.0000000    
   5.7416578          551642.57          0.0000000    
   5.7479588          559704.50          0.0000000    
   5.7542598          567884.26          0.0000000    
   5.7605609          576183.56          0.0000000    
   5.7668619          584604.14          0.0000000    
   5.7731629          593147.79          0.0000000    
   5.7794640          601816.31          0.0000000    
   5.7857650          610611.50          0.0000000    
   5.7920660          619535.23          0.0000000    
   5.7983670          628589.38          0.0000000    
   5.8046681          637775.85          0.0000000    
   5.8109691          647096.57          0.0000000    
   5.8172701          656553.51          0.0000000    
   5.8235712          666148.66          0.0000000    
   5.8298722          675884.04          0.0000000    
   5.8361732          685761.69          0.0000000    
   5.8424743          695783.70          0.0000000    
   5.8487753          705952.17          0.0000000    
   5.8550763          716269.26          0.0000000    
   5.8613773          726737.11          0.0000000    
   5.8676784          737357.96          0.0000000    
   5.8739794          748134.01          0.0000000    
   5.8802804          759067.56          0.0000000    
   5.8865815          770160.89          0.0000000    
   5.8928825          781416.34          0.0000000    
   5.8991835          792836.29          0.0000000    
   5.9054846          804423.13          0.0000000    
   5.9117856          816179.31          0.0000000    
   5.9180866          828107.29          0.0000000    
   5.9243876          840209.60          0.0000000    
   5.9306887          852488.78          0.0000000    
   5.9369897          864947.40          0.0000000    
   5.9432907          877588.11          0.0000000    
   5.9495918          890413.55          0.0000000    
   5.9558928          903426.43          0.0000000    
   5.9621938          916629.48          0.0000000    
   5.9684949          930025.49          0.0000000    
   5.9747959          943617.27          0.0000000    
   5.9810969          957407.69          0.0000000    
   5.9873979          971399.64          0.0000000    
   5.9936990          985596.09          0.0000000    
   6.0000000          1000000.0          0.0000000    
