  LOG10(FN)  FN  Calc./Fitted arg(Hmode) H1c, H1f, H2c, H2f ... [deg]
   2.9313984          853.88305         -65.958306         -65.949107    
   2.9376994          866.36205         -66.694574         -66.683835    
   2.9440005          879.02343         -67.438262         -67.426059    
   2.9503015          891.86985         -68.189428         -68.175850    
   2.9566025          904.90401         -68.948130         -68.933277    
   2.9629035          918.12866         -69.714429         -69.698409    
   2.9692046          931.54657         -70.488381         -70.471314    
   2.9755056          945.16058         -71.270047         -71.252061    
   2.9818066          958.97356         -72.059486         -72.040719    
   2.9881077          972.98840         -72.856755         -72.837353    
   2.9944087          987.20806         -73.661915         -73.642032    
   3.0007097          1001.6355         -74.475024         -74.454820    
   3.0070108          1016.2739         -75.296141         -75.275784    
   3.0133118          1031.1261         -76.125326         -76.104986    
   3.0196128          1046.1954         -76.962637         -76.942491    
   3.0259138          1061.4850         -77.808133         -77.788361    
   3.0322149          1076.9979         -78.661874         -78.642658    
   3.0385159          1092.7376         -79.523918         -79.505440    
   3.0448169          1108.7074         -80.394325         -80.376767    
   3.0511180          1124.9105         -81.273152         -81.256697    
   3.0574190          1141.3504         -82.160458         -82.145287    
   3.0637200          1158.0306         -83.056303         -83.042590    
   3.0700211          1174.9545         -83.960744         -83.948662    
   3.0763221          1192.1258         -84.873840         -84.863554    
   3.0826231          1209.5480         -85.795648         -85.787317    
   3.0889241          1227.2249         -86.726226         -86.720002    
   3.0952252          1245.1600         -87.665633         -87.661655    
   3.1015262          1263.3573         -88.613926         -88.612325    
   3.1078272          1281.8206         -89.571161         -89.572055    
   3.1141283          1300.5536         -90.537396         -90.540890    
   3.1204293          1319.5605         -91.512688         -91.518873    
   3.1267303          1338.8451         -92.497092         -92.506044    
   3.1330314          1358.4115         -93.490665         -93.502444    
   3.1393324          1378.2639         -94.493461         -94.508110    
   3.1456334          1398.4064         -95.505538         -95.523080    
   3.1519344          1418.8433         -96.526949         -96.547389    
   3.1582355          1439.5789         -97.557748         -97.581073    
   3.1645365          1460.6175         -98.597991         -98.624166    
   3.1708375          1481.9636         -99.647729         -99.676698    
   3.1771386          1503.6216         -100.70702         -100.73870    
   3.1834396          1525.5962         -101.77591         -101.81021    
   3.1897406          1547.8919         -102.85445         -102.89125    
   3.1960417          1570.5134         -103.94270         -103.98186    
   3.2023427          1593.4656         -105.04070         -105.08205    
   3.2086437          1616.7531         -106.14851         -106.19186    
   3.2149447          1640.3810         -107.26618         -107.31132    
   3.2212458          1664.3543         -108.39375         -108.44046    
   3.2275468          1688.6778         -109.53127         -109.57929    
   3.2338478          1713.3569         -110.67879         -110.72785    
   3.2401489          1738.3966         -111.83635         -111.88617    
   3.2464499          1763.8022         -113.00401         -113.05427    
   3.2527509          1789.5792         -114.18180         -114.23217    
   3.2590520          1815.7329         -115.36977         -115.41992    
   3.2653530          1842.2687         -116.56796         -116.61753    
   3.2716540          1869.1924         -117.77641         -117.82503    
   3.2779550          1896.5096         -118.99517         -119.04246    
   3.2842561          1924.2260         -120.22427         -120.26984    
   3.2905571          1952.3474         -121.46376         -121.50721    
   3.2968581          1980.8798         -122.71367         -122.75460    
   3.3031592          2009.8292         -123.97403         -124.01204    
   3.3094602          2039.2017         -125.24488         -125.27956    
   3.3157612          2069.0035         -126.52626         -126.55721    
   3.3220623          2099.2408         -127.81819         -127.84502    
   3.3283633          2129.9200         -129.12072         -129.14302    
   3.3346643          2161.0475         -130.43386         -130.45127    
   3.3409653          2192.6299         -131.75764         -131.76980    
   3.3472664          2224.6740         -133.09210         -133.09865    
   3.3535674          2257.1863         -134.43726         -134.43787    
   3.3598684          2290.1737         -135.79313         -135.78752    
   3.3661695          2323.6433         -137.15975         -137.14763    
   3.3724705          2357.6020         -138.53713         -138.51825    
   3.3787715          2392.0570         -139.92529         -139.89945    
   3.3850726          2427.0155         -141.32424         -141.29127    
   3.3913736          2462.4849         -142.73401         -142.69376    
   3.3976746          2498.4727         -144.15460         -144.10699    
   3.4039756          2534.9864         -145.58602         -145.53100    
   3.4102767          2572.0338         -147.02828         -146.96587    
   3.4165777          2609.6226         -148.48139         -148.41163    
   3.4228787          2647.7607         -149.94535         -149.86836    
   3.4291798          2686.4562         -151.42016         -151.33612    
   3.4354808          2725.7172         -152.90582         -152.81495    
   3.4417818          2765.5520         -154.40233         -154.30492    
   3.4480829          2805.9689         -155.90968         -155.80609    
   3.4543839          2846.9765         -157.42787         -157.31851    
   3.4606849          2888.5834         -158.95687         -158.84224    
   3.4669859          2930.7984         -160.49669         -160.37732    
   3.4732870          2973.6303         -162.04729         -161.92380    
   3.4795880          3017.0882         -163.60866         -163.48173    
   3.4858890          3061.1812         -165.18079         -165.05114    
   3.4921901          3105.9185         -166.76363         -166.63208    
   3.4984911          3151.3097         -168.35717         -168.22456    
   3.5047921          3197.3643         -169.96137         -169.82861    
   3.5110932          3244.0919         -171.57620         -171.44425    
   3.5173942          3291.5024         -173.20161         -173.07147    
   3.5236952          3339.6058         -174.83756         -174.71028    
   3.5299962          3388.4122         -176.48401         -176.36066    
   3.5362973          3437.9319         -178.14091         -178.02259    
   3.5425983          3488.1753         -179.80820         -179.69602    
   3.5488993          3539.1529          178.51417          178.61910    
   3.5552004          3590.8756          176.82627          176.92283    
   3.5615014          3643.3542          175.12817          175.21526    
   3.5678024          3696.5997          173.41993          173.49648    
   3.5741035          3750.6233          171.70162          171.76662    
   3.5804045          3805.4365          169.97333          170.02580    
   3.5867055          3861.0508          168.23515          168.27419    
   3.5930065          3917.4778          166.48715          166.51195    
   3.5993076          3974.7294          164.72944          164.73928    
   3.6056086          4032.8178          162.96211          162.95641    
   3.6119096          4091.7551          161.18527          161.16357    
   3.6182107          4151.5537          159.39902          159.36103    
   3.6245117          4212.2263          157.60349          157.54907    
   3.6308127          4273.7855          155.79878          155.72800    
   3.6371138          4336.2444          153.98502          153.89816    
   3.6434148          4399.6161          152.16236          152.05991    
   3.6497158          4463.9139          150.33091          150.21361    
   3.6560168          4529.1514          148.49083          148.35968    
   3.6623179          4595.3424          146.64228          146.49853    
   3.6686189          4662.5006          144.78539          144.63062    
   3.6749199          4730.6403          142.92034          142.75639    
   3.6812210          4799.7759          141.04729          140.87634    
   3.6875220          4869.9218          139.16643          138.99095    
   3.6938230          4941.0929          137.27793          137.10073    
   3.7001241          5013.3041          135.38199          135.20619    
   3.7064251          5086.5707          133.47880          133.30788    
   3.7127261          5160.9079          131.56857          131.40632    
   3.7190271          5236.3316          129.65152          129.50204    
   3.7253282          5312.8575          127.72786          127.59559    
   3.7316292          5390.5019          125.79783          125.68748    
   3.7379302          5469.2809          123.86167          123.77826    
   3.7442313          5549.2113          121.91961          121.86843    
   3.7505323          5630.3098          119.97192          119.95850    
   3.7568333          5712.5935          118.01886          118.04894    
   3.7631344          5796.0797          116.06070          116.14021    
   3.7694354          5880.7861          114.09774          114.23275    
   3.7757364          5966.7303          112.13025          112.32697    
   3.7820374          6053.9306          110.15855          110.42322    
   3.7883385          6142.4053          108.18294          108.52184    
   3.7946395          6232.1730          106.20376          106.62313    
   3.8009405          6323.2526          104.22132          104.72732    
   3.8072416          6415.6633          102.23599          102.83461    
   3.8135426          6509.4245          100.24811          100.94514    
   3.8198436          6604.5559          98.258056          99.058989    
   3.8261447          6701.0777          96.266200          97.176175    
   3.8324457          6799.0100          94.272936          95.296654    
   3.8387467          6898.3736          92.278666          93.420310    
   3.8450477          6999.1893          90.283805          91.546951    
   3.8513488          7101.4784          88.288782          89.676308    
   3.8576498          7205.2624          86.294037          87.808028    
   3.8639508          7310.5631          84.300026          85.941671    
   3.8702519          7417.4028          82.307215          84.076702    
   3.8765529          7525.8038          80.316088          82.212488    
   3.8828539          7635.7890          78.327139          80.348291    
   3.8891550          7747.3817          76.340880          78.483262    
   3.8954560          7860.6051          74.357837          76.616433    
   3.9017570          7975.4833          72.378550          74.746709    
   3.9080580          8092.0404          70.403576          72.872859    
   3.9143591          8210.3009          68.433487          70.993507    
   3.9206601          8330.2896          66.468871          69.107120    
   3.9269611          8452.0320          64.510334          67.211997    
   3.9332622          8575.5535          62.558499          65.306252    
   3.9395632          8700.8802          60.614004          63.387802    
   3.9458642          8828.0386          58.677508          61.454348    
   3.9521653          8957.0552          56.749686          59.503354    
   3.9584663          9087.9574          54.831232          57.532029    
   3.9647673          9220.7726          52.922860          55.537301    
   3.9710683          9355.5288          51.025301          53.515789    
   3.9773694          9492.2544          49.139308          51.463778    
   3.9836704          9630.9782          47.265654          49.377182    
   3.9899714          9771.7294          45.405133          47.251517    
   3.9962725          9914.5375          43.558558          45.081858    
   4.0025735          10059.433          41.726766          42.862807    
   4.0088745          10206.446          39.910615          40.588454    
   4.0151756          10355.607          38.110985          38.252338    
   4.0214766          10506.948          36.328781          35.847420    
   4.0277776          10660.501          34.564929          33.366052    
   4.0340786          10816.298          32.820381          30.799974    
   4.0403797          10974.372          31.096113          28.140313    
   4.0466807          11134.756          29.393126          25.377626    
   4.0529817          11297.484          27.712448          22.501976    
   4.0592828          11462.590          26.055131          19.503072    
   4.0655838          11630.109          24.422254          16.370476    
   4.0718848          11800.076          22.814925          13.093919    
   4.0781859          11972.528          21.234279          9.6637261    
   4.0844869          12147.499          19.681478          6.0713929    
   4.0907879          12325.028          18.157716          2.3103058    
   4.0970889          12505.151          16.664215         -1.6233859    
   4.1033900          12687.907          15.202227         -5.7297849    
   4.1096910          12873.333          13.773036         -10.004220    
   4.1159920          13061.469          12.377957         -14.436294    
   4.1222931          13252.355          11.018339         -19.009177    
   4.1285941          13446.030          9.6955607         -23.699317    
   4.1348951          13642.536          8.4110375         -28.476756    
   4.1411962          13841.914          7.1662176         -33.306131    
   4.1474972          14044.206          5.9625844         -38.148365    
   4.1537982          14249.454          4.8016586         -42.962857    
   4.1600992          14457.701          3.6849965         -47.709892    
   4.1664003          14668.992          2.6141919         -52.352929    
   4.1727013          14883.371          1.5908767         -56.860439    
   4.1790023          15100.883         0.61672175         -61.207099    
   4.1853034          15321.573        -0.30656257         -65.374286    
   4.1916044          15545.489         -1.1772247         -69.349929    
   4.1979054          15772.677         -1.9934721         -73.127901    
   4.2042065          16003.186         -2.7534700         -76.707108    
   4.2105075          16237.063         -3.4553401         -80.090474    
   4.2168085          16474.358         -4.0971604         -83.283934    
   4.2231095          16715.122         -4.6769637         -86.295530    
   4.2294106          16959.403         -5.1927370         -89.134648    
   4.2357116          17207.255         -5.6424205         -91.811403    
   4.2420126          17458.729         -6.0239064         -94.336182    
   4.2483137          17713.878         -6.3350383         -96.719293    
   4.2546147          17972.757         -6.5736101         -98.970741    
   4.2609157          18235.418         -6.7373647         -101.10006    
   4.2672168          18501.918         -6.8239931         -103.11625    
   4.2735178          18772.313         -6.8311336         -105.02769    
   4.2798188          19046.659         -6.7563719         -106.84215    
   4.2861198          19325.015         -6.5972360         -108.56679    
   4.2924209          19607.439         -6.3511985         -110.20821    
   4.2987219          19893.990         -6.0156748         -111.77242    
   4.3050229          20184.729         -5.5880223         -113.26495    
   4.3113240          20479.717         -5.0655384         -114.69084    
   4.3176250          20779.017         -4.4454599         -116.05468    
   4.3239260          21082.690         -3.7249611         -117.36067    
   4.3302271          21390.801         -2.9011531         -118.61263    
   4.3365281          21703.415         -1.9710822         -119.81409    
   4.3428291          22020.598        -0.93172877         -120.96822    
   4.3491301          22342.416         0.21999401         -122.07795    
   4.3554312          22668.938          1.4872420         -123.14597    
   4.3617322          23000.231          2.8732404         -124.17473    
   4.3680332          23336.366          4.3812864         -125.16648    
   4.3743343          23677.414          6.0147500         -126.12328    
   4.3806353          24023.445          7.7770756         -127.04705    
   4.3869363          24374.534          9.6717827         -127.93954    
   4.3932374          24730.754          11.702470         -128.80235    
   4.3995384          25092.179          13.872813         -129.63699    
   4.4058394          25458.887          16.186569         -130.44483    
   4.4121404          25830.954          18.647576         -131.22715    
   4.4184415          26208.458          21.259758         -131.98514    
   4.4247425          26591.479          24.027121         -132.71990    
   4.4310435          26980.099          26.953763         -133.43243    
   4.4373446          27374.397          30.043865         -134.12371    
   4.4436456          27774.458          33.301704         -134.79461    
   4.4499466          28180.365          36.731646         -135.44596    
   4.4562477          28592.205          40.338152         -136.07852    
   4.4625487          29010.064          44.125780         -136.69303    
   4.4688497          29434.029          48.099184         -137.29016    
   4.4751507          29864.190          52.263119         -137.87054    
   4.4814518          30300.638          56.622443         -138.43477    
   4.4877528          30743.464          61.182117         -138.98340    
   4.4940538          31192.762          65.947206         -139.51695    
   4.5003549          31648.626          70.922887         -140.03593    
   4.5066559          32111.152          76.114445         -140.54080    
   4.5129569          32580.438          81.527276         -141.03199    
   4.5192580          33056.582          87.166892         -141.50992    
   4.5255590          33539.685          93.038924         -141.97498    
   4.5318600          34029.848          99.149117         -142.42754    
   4.5381610          34527.175          105.50334         -142.86795    
   4.5444621          35031.769          112.10759         -143.29654    
   4.5507631          35543.738          118.96799         -143.71363    
   4.5570641          36063.189          126.09077         -144.11951    
   4.5633652          36590.232          133.48233         -144.51447    
   4.5696662          37124.977          141.14917         -144.89877    
   4.5759672          37667.537          149.09794         -145.27268    
   4.5822683          38218.026          157.33544         -145.63642    
   4.5885693          38776.560          165.86859         -145.99025    
   4.5948703          39343.257          174.70447         -146.33436    
   4.6011713          39918.236         -176.14971         -146.66899    
   4.6074724          40501.618         -166.68656         -146.99431    
   4.6137734          41093.525         -156.89856         -147.31054    
   4.6200744          41694.083         -146.77804         -147.61784    
   4.6263755          42303.418         -136.31714         -147.91639    
   4.6326765          42921.658         -125.50787         -148.20637    
   4.6389775          43548.933         -114.34206         -148.48792    
   4.6452786          44185.376         -102.81137         -148.76120    
   4.6515796          44831.119         -90.907291         -149.02635    
   4.6578806          45486.300         -78.621142         -149.28352    
   4.6641816          46151.056         -65.944059         -149.53284    
   4.6704827          46825.527         -52.866997         -149.77444    
   4.6767837          47509.855         -39.380727         -150.00843    
   4.6830847          48204.183         -25.475828         -150.23493    
   4.6893858          48908.660         -11.142690         -150.45407    
   4.6956868          49623.431          3.6284968         -150.66594    
   4.7019878          50348.649          18.847741         -150.87064    
   4.7082889          51084.465          34.525255         -151.06829    
   4.7145899          51831.035          50.671460         -151.25897    
   4.7208909          52588.515          67.296988         -151.44277    
   4.7271919          53357.066          84.412687         -151.61978    
   4.7334930          54136.849          102.02963         -151.79009    
   4.7397940          54928.027          120.15911         -151.95377    
   4.7460950          55730.768          138.81264         -152.11091    
   4.7523961          56545.241          158.00199         -152.26158    
   4.7586971          57371.617          177.73914         -152.40584    
   4.7649981          58210.070         -161.96366         -152.54378    
   4.7712992          59060.776         -141.09394         -152.67544    
   4.7776002          59923.915         -119.63896         -152.80091    
   4.7839012          60799.668         -97.585741         -152.92024    
   4.7902022          61688.220         -74.921019         -153.03348    
   4.7965033          62589.758         -51.631284         -153.14069    
   4.8028043          63504.471         -27.702743         -153.24194    
   4.8091053          64432.552         -3.1213325         -153.33726    
   4.8154064          65374.196          22.127293         -153.42671    
   4.8217074          66329.602          48.057768         -153.51034    
   4.8280084          67298.971          74.685019         -153.58819    
   4.8343095          68282.506          102.02427         -153.66031    
   4.8406105          69280.415          130.09105         -153.72673    
   4.8469115          70292.908          158.90119         -153.78751    
   4.8532125          71320.198         -171.52915         -153.84268    
   4.8595136          72362.501         -141.18349         -153.89227    
   4.8658146          73420.037         -110.04504         -153.93633    
   4.8721156          74493.028         -78.096662         -153.97488    
   4.8784167          75581.701         -45.320877         -154.00797    
   4.8847177          76686.283         -11.699865         -154.03562    
   4.8910187          77807.009          22.784548         -154.05787    
   4.8973198          78944.113          58.150898         -154.07474    
   4.9036208          80097.836          94.418082         -154.08626    
   4.9099218          81268.419          131.60538         -154.09246    
   4.9162228          82456.110          169.73244         -154.09337    
   4.9225239          83661.158         -151.18069         -154.08901    
   4.9288249          84883.817         -111.11358         -154.07941    
   4.9351259          86124.345         -70.045378         -154.06459    
   4.9414270          87383.002         -27.954847         -154.04457    
   4.9477280          88660.054          15.179682         -154.01938    
   4.9540290          89955.769          59.380303         -153.98903    
   4.9603301          91270.420          104.66954         -153.95355    
   4.9666311          92604.285          151.07036         -153.91296    
   4.9729321          93957.642         -161.39382         -153.86727    
   4.9792331          95330.779         -112.69912         -153.81651    
   4.9855342          96723.983         -62.821208         -153.76069    
   4.9918352          98137.548         -11.735257         -153.69983    
   4.9981362          99571.771          40.584032         -153.63395    
   5.0044373          101026.95          94.162453         -153.56307    
   5.0107383          102503.40          149.02631         -153.48720    
   5.0170393          104001.43         -154.79759         -153.40635    
   5.0233404          105521.35         -97.281909         -153.32056    
   5.0296414          107063.49         -38.398784         -153.22982    
   5.0359424          108628.16          21.880189         -153.13416    
   5.0422434          110215.69          83.583970         -153.03359    
   5.0485445          111826.43          146.74208         -152.92814    
   5.0548455          113460.71         -148.61539         -152.81780    
   5.0611465          115118.87         -82.457762         -152.70261    
   5.0674476          116801.27         -14.753768         -152.58257    
   5.0737486          118508.25          54.528468         -152.45770    
   5.0800496          120240.18          125.42144         -152.32802    
   5.0863507          121997.42         -162.04174         -152.19354    
   5.0926517          123780.34         -87.827311         -152.05429    
   5.0989527          125589.32         -11.900859         -151.91027    
   5.1052537          127424.74          65.772688         -151.76151    
   5.1115548          129286.97          145.22908         -151.60802    
   5.1178558          131176.43         -133.49525         -151.44983    
   5.1241568          133093.50         -50.363161         -151.28694    
   5.1304579          135038.58          34.663204         -151.11938    
   5.1367589          137012.09          121.62242         -150.94717    
   5.1430599          139014.44         -149.44619         -150.77033    
   5.1493610          141046.06         -58.502545         -150.58889    
   5.1556620          143107.36          34.494194         -150.40286    
   5.1619630          145198.79          129.58565         -150.21226    
   5.1682640          147320.79         -133.18574         -150.01712    
   5.1745651          149473.80         -33.776756         -149.81747    
   5.1808661          151658.27          67.856673         -149.61334    
   5.1871671          153874.67          171.75945         -149.40473    
   5.1934682          156123.46         -82.022660         -149.19170    
   5.1997692          158405.11          26.556979         -148.97425    
   5.2060702          160720.11          137.54589         -148.75244    
   5.2123713          163068.94         -109.00749         -148.52627    
   5.2186723          165452.10          6.9461840         -148.29580    
   5.2249733          167870.09          125.45722         -148.06104    
   5.2312743          170323.41         -113.42315         -147.82204    
   5.2375754          172812.59          10.357321         -147.57884    
   5.2438764          175338.14          136.85184         -147.33146    
   5.2501774          177900.61         -93.885359         -147.07995    
   5.2564785          180500.52          38.200977         -146.82435    
   5.2627795          183138.43          173.16716         -146.56470    
   5.2690805          185814.89         -48.929450         -146.30105    
   5.2753816          188530.47          91.969624         -146.03344    
   5.2816826          191285.73         -124.07605         -145.76191    
   5.2879836          194081.26          22.994206         -145.48652    
   5.2942846          196917.65          173.24225         -145.20731    
   5.3005857          199795.49         -33.268918         -144.92434    
   5.3068867          202715.38          123.52491         -144.63765    
   5.3131877          205677.95         -76.310856         -144.34731    
   5.3194888          208683.81          87.290430         -144.05337    
   5.3257898          211733.60         -105.60333         -143.75589    
   5.3320908          214827.97          65.077053         -143.45493    
   5.3383919          217967.55         -120.59794         -143.15054    
   5.3446929          221153.02          57.443492         -142.84280    
   5.3509939          224385.05         -120.72547         -142.53177    
   5.3572949          227664.30          64.969696         -142.21751    
   5.3635960          230991.48         -105.39506         -141.90009    
   5.3698970          234367.29          88.257612         -141.57958    
   5.3761980          237792.43         -73.993464         -141.25606    
   5.3824991          241267.63          127.93200         -140.92959    
   5.3888001          244793.62         -25.884192         -140.60026    
   5.3951011          248371.13         -175.35872         -140.26813    
   5.4014022          252000.93          39.593311         -139.93329    
   5.4077032          255683.78         -100.94162         -139.59581    
   5.4140042          259420.45          123.12457         -139.25578    
   5.4203052          263211.73         -8.1183637         -138.91327    
   5.4266063          267058.42         -134.57902         -138.56838    
   5.4329073          270961.32          103.83574         -138.22119    
   5.4392083          274921.26         -12.779246         -137.87177    
   5.4455094          278939.08         -124.32733         -137.52023    
   5.4518104          283015.61          129.28990         -137.16664    
   5.4581114          287151.72          28.172713         -136.81111    
   5.4644125          291348.27         -67.576767         -136.45371    
   5.4707135          295606.16         -157.85451         -136.09454    
   5.4770145          299926.27          117.44544         -135.73369    
   5.4833155          304309.52          38.431016         -135.37126    
   5.4896166          308756.83         -34.787857         -135.00734    
   5.4959176          313269.13         -102.09920         -134.64202    
   5.5022186          317847.38         -163.38898         -134.27540    
   5.5085197          322492.53          141.45899         -133.90758    
   5.5148207          327205.57          92.562998         -133.53864    
   5.5211217          331987.49          50.043567         -133.16870    
   5.5274228          336839.30          14.023425         -132.79783    
   5.5337238          341762.01         -15.372427         -132.42615    
   5.5400248          346756.66         -38.016673         -132.05375    
   5.5463258          351824.31         -53.779648         -131.68072    
   5.5526269          356966.01         -62.529294         -131.30716    
   5.5589279          362182.87         -64.131121         -130.93316    
   5.5652289          367475.96         -58.448152         -130.55883    
   5.5715300          372846.41         -45.340889         -130.18426    
   5.5778310          378295.34         -24.667266         -129.80954    
   5.5841320          383823.91          3.7174020         -129.43477    
   5.5904331          389433.27          39.960452         -129.06004    
   5.5967341          395124.61          84.211933         -128.68544    
   5.6030351          400899.13          136.62466         -128.31107    
   5.6093361          406758.03         -162.64575         -127.93702    
   5.6156372          412702.57         -93.440842         -127.56338    
   5.6219382          418733.98         -15.599229         -127.19024    
   5.6282392          424853.53          71.043417         -126.81769    
   5.6345403          431062.52          166.65443         -126.44580    
   5.6408413          437362.25         -88.595770         -126.07468    
   5.6471423          443754.04          25.466338         -125.70440    
   5.6534434          450239.25          149.01745         -125.33505    
   5.6597444          456819.23         -77.762516         -124.96670    
   5.6660454          463495.38          65.309658         -124.59944    
   5.6723464          470269.10         -141.57948         -124.23334    
   5.6786475          477141.81          21.760035         -123.86849    
   5.6849485          484114.96         -164.47839         -123.50496    
   5.6912495          491190.02          19.902195         -123.14281    
   5.6975506          498368.47         -144.89769         -122.78213    
   5.7038516          505651.84          61.326141         -122.42297    
   5.7101526          513041.65         -81.218437         -122.06542    
   5.7164537          520539.45          147.68025         -121.70952    
   5.7227547          528146.83          28.237703         -121.35536    
   5.7290557          535865.39         -79.326650         -121.00299    
   5.7353567          543696.75         -174.78942         -120.65246    
   5.7416578          551642.57          102.07686         -120.30384    
   5.7479588          559704.50          31.503743         -119.95719    
   5.7542598          567884.26         -26.273024         -119.61255    
   5.7605609          576183.56         -71.013391         -119.26999    
   5.7668619          584604.14         -102.47301         -118.92954    
   5.7731629          593147.79         -120.40309         -118.59126    
   5.7794640          601816.31         -124.55038         -118.25519    
   5.7857650          610611.50         -114.65703         -117.92138    
   5.7920660          619535.23         -90.460567         -117.58987    
   5.7983670          628589.38         -51.693764         -117.26070    
   5.8046681          637775.85          1.9154025         -116.93390    
   5.8109691          647096.57          70.643858         -116.60952    
   5.8172701          656553.51          154.77350         -116.28758    
   5.8235712          666148.66         -105.40870         -115.96812    
   5.8298722          675884.04          10.389359         -115.65117    
   5.8361732          685761.69          142.46505         -115.33676    
   5.8424743          695783.70         -68.878927         -115.02491    
   5.8487753          705952.17          96.665532         -114.71565    
   5.8550763          716269.26         -80.587926         -114.40900    
   5.8613773          726737.11          119.67993         -114.10498    
   5.8676784          737357.96         -22.205941         -113.80362    
   5.8739794          748134.01         -145.91480         -113.50492    
   5.8802804          759067.56          108.89006         -113.20891    
   5.8865815          770160.89          22.551285         -112.91560    
   5.8928825          781416.34         -44.582338         -112.62500    
   5.8991835          792836.29         -92.155816         -112.33712    
   5.9054846          804423.13         -119.80783         -112.05198    
   5.9117856          816179.31         -127.17064         -111.76958    
   5.9180866          828107.29         -113.86997         -111.48993    
   5.9243876          840209.60         -79.524885         -111.21304    
   5.9306887          852488.78         -23.747704         -110.93890    
   5.9369897          864947.40          53.856140         -110.66752    
   5.9432907          877588.11          153.68821         -110.39891    
   5.9495918          890413.55         -83.842827         -110.13306    
   5.9558928          903426.43          61.678918         -109.86997    
   5.9621938          916629.48         -129.32330         -109.60964    
   5.9684949          930025.49          63.581257         -109.35207    
   5.9747959          943617.27         -79.169086         -109.09725    
   5.9810969          957407.69          162.87174         -108.84518    
   5.9873979          971399.64          70.157648         -108.59584    
   5.9936990          985596.09          0.0000000         -108.34925    
   6.0000000          1000000.0          0.0000000         -108.10537    
