  LOG10(FN)  FN  Calculated  arg(Hphase) H11, H12 ... H21, H22 ... [deg]
   2.9881077          972.98840          115.39479          115.41419    
   2.9944087          987.20806          106.81843          106.83831    
   3.0007097          1001.6355          98.120555          98.140759    
   3.0070108          1016.2739          89.299440          89.319798    
   3.0133118          1031.1261          80.353343          80.373682    
   3.0196128          1046.1954          71.280495          71.300640    
   3.0259138          1061.4850          62.079104          62.098876    
   3.0322149          1076.9979          52.747352          52.766568    
   3.0385159          1092.7376          43.283395          43.301874    
   3.0448169          1108.7074          33.685365          33.702922    
   3.0511180          1124.9105          23.951364          23.967819    
   3.0574190          1141.3504          14.079471          14.094643    
   3.0637200          1158.0306          4.0677352          4.0814479    
   3.0700211          1174.9545         -6.0858204         -6.0737383    
   3.0763221          1192.1258         -16.383201         -16.372915    
   3.0826231          1209.5480         -26.826440         -26.818110    
   3.0889241          1227.2249         -37.417600         -37.411375    
   3.0952252          1245.1600         -48.158772         -48.154794    
   3.1015262          1263.3573         -59.052076         -59.050475    
   3.1078272          1281.8206         -70.099664         -70.100558    
   3.1141283          1300.5536         -81.303716         -81.307210    
   3.1204293          1319.5605         -92.666445         -92.672630    
   3.1267303          1338.8451         -104.19009         -104.19904    
   3.1330314          1358.4115         -115.87693         -115.88871    
   3.1393324          1378.2639         -127.72927         -127.74392    
   3.1456334          1398.4064         -139.74945         -139.76700    
   3.1519344          1418.8433         -151.93985         -151.96029    
   3.1582355          1439.5789         -164.30285         -164.32618    
   3.1645365          1460.6175         -176.84092         -176.86709    
   3.1708375          1481.9636          170.44348          170.41452    
   3.1771386          1503.6216          157.54785          157.51616    
   3.1834396          1525.5962          144.46963          144.43533    
   3.1897406          1547.8919          131.20625          131.16945    
   3.1960417          1570.5134          117.75509          117.71593    
   3.2023427          1593.4656          104.11350          104.07215    
   3.2086437          1616.7531          90.278785          90.235434    
   3.2149447          1640.3810          76.248218          76.203073    
   3.2212458          1664.3543          62.019033          61.972323    
   3.2275468          1688.6778          47.588424          47.540401    
   3.2338478          1713.3569          32.953545          32.904479    
   3.2401489          1738.3966          18.111511          18.061693    
   3.2464499          1763.8022          3.0593953          3.0091347    
   3.2527509          1789.5792         -12.205769         -12.256147    
   3.2590520          1815.7329         -27.686991         -27.737144    
   3.2653530          1842.2687         -43.387322         -43.436894    
   3.2716540          1869.1924         -59.309857         -59.358479    
   3.2779550          1896.5096         -75.457734         -75.505025    
   3.2842561          1924.2260         -91.834136         -91.879706    
   3.2905571          1952.3474         -108.44229         -108.48574    
   3.2968581          1980.8798         -125.28547         -125.32640    
   3.3031592          2009.8292         -142.36699         -142.40500    
   3.3094602          2039.2017         -159.69021         -159.72490    
   3.3157612          2069.0035         -177.25856         -177.28951    
   3.3220623          2099.2408          164.92451          164.89768    
   3.3283633          2129.9200          146.85548          146.83318    
   3.3346643          2161.0475          128.53081          128.51340    
   3.3409653          2192.6299          109.94688          109.93473    
   3.3472664          2224.6740          91.100030          91.093480    
   3.3535674          2257.1863          71.986549          71.985930    
   3.3598684          2290.1737          52.602673          52.608287    
   3.3661695          2323.6433          32.944588          32.956709    
   3.3724705          2357.6020          13.008421          13.027295    
   3.3787715          2392.0570         -7.2097519         -7.1839141    
   3.3850726          2427.0155         -27.713910         -27.680935    
   3.3913736          2462.4849         -48.508091         -48.467843    
   3.3976746          2498.4727         -69.596385         -69.548776    
   3.4039756          2534.9864         -90.982945         -90.927930    
   3.4102767          2572.0338         -112.67198         -112.60956    
   3.4165777          2609.6226         -134.66775         -134.59800    
   3.4228787          2647.7607         -156.97460         -156.89761    
   3.4291798          2686.4562         -179.59690         -179.51286    
   3.4354808          2725.7172          157.46089          157.55176    
   3.4417818          2765.5520          134.19425          134.29166    
   3.4480829          2805.9689          110.59862          110.70220    
   3.4543839          2846.9765          86.669342          86.778694    
   3.4606849          2888.5834          62.401721          62.516354    
   3.4669859          2930.7984          37.790980          37.910348    
   3.4732870          2973.6303          12.832280          12.955771    
   3.4795880          3017.0882         -12.479286         -12.352349    
   3.4858890          3061.1812         -38.148696         -38.019050    
   3.4921901          3105.9185         -64.180996         -64.049439    
   3.4984911          3151.3097         -90.581303         -90.448691    
   3.5047921          3197.3643         -117.35481         -117.22205    
   3.5110932          3244.0919         -144.50677         -144.37483    
   3.5173942          3291.5024         -172.04253         -171.91240    
   3.5236952          3339.6058          160.03250          160.15977    
   3.5299962          3388.4122          131.71283          131.83618    
   3.5362973          3437.9319          102.99291          103.11123    
   3.5425983          3488.1753          73.867077          73.979260    
   3.5488993          3539.1529          44.329622          44.434549    
   3.5552004          3590.8756          14.374739          14.471297    
   3.5615014          3643.3542         -16.003456         -15.916364    
   3.5678024          3696.5997         -46.810931         -46.734373    
   3.5741035          3750.6233         -78.053736         -77.988738    
   3.5804045          3805.4365         -109.73801         -109.68554    
   3.5867055          3861.0508         -141.86996         -141.83093    
   3.5930065          3917.4778         -174.45592         -174.43113    
   3.5993076          3974.7294          152.49773          152.50757    
   3.6056086          4032.8178          118.98450          118.97879    
   3.6119096          4091.7551          84.997800          84.976101    
   3.6182107          4151.5537          50.530971          50.492977    
   3.6245117          4212.2263          15.577244          15.522828    
   3.6308127          4273.7855         -19.870241         -19.941015    
   3.6371138          4336.2444         -55.818441         -55.905302    
   3.6434148          4399.6161         -92.274410         -92.376860    
   3.6497158          4463.9139         -129.24530         -129.36260    
   3.6560168          4529.1514         -166.73837         -166.86952    
   3.6623179          4595.3424          155.23904          155.09530    
   3.6686189          4662.5006          116.67945          116.52468    
   3.6749199          4730.6403          77.575311          77.411367    
   3.6812210          4799.7759          37.918949          37.747996    
   3.6875220          4869.9218         -2.2974111         -2.4728935    
   3.6938230          4941.0929         -43.081657         -43.258863    
   3.7001241          5013.3041         -84.441786         -84.617580    
   3.7064251          5086.5707         -126.38591         -126.55683    
   3.7127261          5160.9079         -168.92224         -169.08450    
   3.7190271          5236.3316          147.94087          147.79139    
   3.7253282          5312.8575          104.19497          104.06270    
   3.7316292          5390.5019          59.831496          59.721148    
   3.7379302          5469.2809          14.841741          14.758339    
   3.7442313          5549.2113         -30.783106         -30.834280    
   3.7505323          5630.3098         -77.051985         -77.065404    
   3.7568333          5712.5935         -123.97396         -123.94388    
   3.7631344          5796.0797         -171.55823         -171.47872    
   3.7694354          5880.7861          140.18589          140.32091    
   3.7757364          5966.7303          91.248952          91.445668    
   3.7820374          6053.9306          41.621363          41.886035    
   3.7883385          6142.4053         -8.7065914         -8.3676885    
   3.7946395          6232.1730         -59.744768         -59.325392    
   3.8009405          6323.2526         -111.50316         -110.99716    
   3.8072416          6415.6633         -163.99190         -163.39328    
   3.8135426          6509.4245          142.77874          143.47577    
   3.8198436          6604.5559          88.798334          89.599267    
   3.8261447          6701.0777          34.056321          34.966296    
   3.8324457          6799.0100         -21.458014         -20.434295    
   3.8387467          6898.3736         -77.755534         -76.613890    
   3.8450477          6999.1893         -134.84725         -133.58411    
   3.8513488          7101.4784          167.25565          168.64318    
   3.8576498          7205.2624          108.54186          110.05585    
   3.8639508          7310.5631          48.999891          50.641537    
   3.8702519          7417.4028         -11.381910         -9.6124233    
   3.8765529          7525.8038         -72.615350         -70.718949    
   3.8828539          7635.7890         -134.71240         -132.69125    
   3.8891550          7747.3817          162.31479          164.45717    
   3.8954560          7860.6051          98.453915          100.71251    
   3.9017570          7975.4833          33.692487          36.060645    
   3.9080580          8092.0404         -31.982152         -29.512870    
   3.9143591          8210.3009         -98.582841         -96.022821    
   3.9206601          8330.2896         -166.12259         -163.48434    
   3.9269611          8452.0320          125.38539          128.08705    
   3.9332622          8575.5535          55.927726          58.675479    
   3.9395632          8700.8802         -14.509156         -11.735358    
   3.9458642          8828.0386         -85.939015         -83.162175    
   3.9521653          8957.0552         -158.37580         -155.62214    
   3.9584663          9087.9574          128.16633          130.86712    
   3.9647673          9220.7726          53.673030          56.287472    
   3.9710683          9355.5288         -21.870238         -19.379750    
   3.9773694          9492.2544         -98.478229         -96.153760    
   3.9836704          9630.9782         -176.16590         -174.05437    
   3.9899714          9771.7294          105.05158          106.89797    
   3.9962725          9914.5375          25.158843          26.682143    
   4.0025735          10059.433         -55.859714         -54.723673    
   4.0088745          10206.446         -138.01990         -137.34206    
   4.0151756          10355.607          138.66226          138.80361    
   4.0214766          10506.948          54.170497          53.689136    
   4.0277776          10660.501         -31.511664         -32.710540    
   4.0340786          10816.298         -118.40094         -120.42134    
   4.0403797          10974.372          153.48573          150.52993    
   4.0466807          11134.756          64.131150          60.115649    
   4.0529817          11297.484         -26.482097         -31.692569    
   4.0592828          11462.590         -118.37168         -124.92374    
   4.0655838          11630.109          148.44448          140.39270    
   4.0718848          11800.076          53.948230          44.227223    
   4.0781859          11972.528         -41.878858         -53.449410    
   4.0844869          12147.499         -139.05546         -152.66554    
   4.0907879          12325.028          122.39950          106.55209    
   4.0970889          12505.151          22.466801          4.1792009    
   4.1033900          12687.907         -78.873012         -99.805024    
   4.1096910          12873.333          178.36031          154.58306    
   4.1159920          13061.469          74.146766          47.332514    
   4.1222931          13252.355         -31.533956         -61.561471    
   4.1285941          13446.030         -138.70243         -172.09731    
   4.1348951          13642.536          112.62048          75.732686    
   4.1411962          13841.914          2.4136108         -38.058738    
   4.1474972          14044.206         -109.34449         -153.45544    
   4.1537982          14249.454          137.32443          89.559916    
   4.1600992          14457.701          22.398313         -28.996576    
   4.1664003          14668.992         -94.145208         -149.11233    
   4.1727013          14883.371          147.67119          89.219879    
   4.1790023          15100.883          27.824528         -33.999293    
   4.1853034          15321.573         -93.708521         -158.77624    
   4.1916044          15545.489          143.04841          74.875706    
   4.1979054          15772.677          18.071356         -53.063073    
   4.2042065          16003.186         -108.66399          177.38237    
   4.2105075          16237.063          122.81774          46.182606    
   4.2168085          16474.358         -7.5084458         -86.695219    
   4.2231095          16715.122         -139.66788          138.71356    
   4.2294106          16959.403          86.313765          2.3718541    
   4.2357116          17207.255         -49.589568         -135.75855    
   4.2420126          17458.729          172.59572          84.283445    
   4.2483137          17713.878          32.842856         -57.541398    
   4.2546147          17972.757         -108.87531          158.72756    
   4.2609157          18235.418          107.41370          13.051004    
   4.2672168          18501.918         -38.318019         -134.61028    
   4.2735178          18772.313          173.90123          75.704674    
   4.2798188          19046.659          24.042752         -76.043021    
   4.2861198          19325.015         -127.92254          130.10791    
   4.2924209          19607.439          77.975866         -25.881142    
   4.2987219          19893.990         -78.291946          175.95131    
   4.3050229          20184.729          123.24370          15.566771    
   4.3113240          20479.717         -37.447930         -147.07323    
   4.3176250          20779.017          159.60198          47.992762    
   4.3239260          21082.690         -5.6381717         -119.27388    
   4.3302271          21390.801         -173.20043          71.088085    
   4.3365281          21703.415          16.882704         -100.96030    
   4.3428291          22020.598         -155.42171          84.541808    
   4.3491301          22342.416          29.852936         -92.445009    
   4.3554312          22668.938         -147.32724          88.039549    
   4.3617322          23000.231          33.003432         -94.044536    
   4.3680332          23336.366         -149.18987          81.262370    
   4.3743343          23677.414          26.057560         -106.08047    
   4.3806353          24023.445         -161.29007          63.885800    
   4.3869363          24374.534          8.7309438         -128.88037    
   4.3932374          24730.754          176.08382          35.578997    
   4.3995384          25092.179         -19.268756         -162.77856    
   4.4058394          25458.887          142.63540         -3.9959992    
   4.4121404          25830.954         -58.242060          151.88321    
   4.4184415          26208.458          98.059978         -55.184922    
   4.4247425          26591.479         -108.49790          94.755080    
   4.4310435          26980.099          42.044325         -118.34187    
   4.4373446          27374.397         -170.35386          25.478565    
   4.4436456          27774.458         -25.733544          166.17014    
   4.4499466          28180.365          115.86361         -56.313987    
   4.4562477          28592.205         -105.60462          77.978704    
   4.4625487          29010.064          29.818928         -150.99988    
   4.4688497          29434.029          162.09085         -23.298500    
   4.4751507          29864.190         -68.832887          101.03345    
   4.4814518          30300.638          57.003099         -138.05411    
   4.4877528          30743.464          179.55355         -20.611960    
   4.4940538          31192.762         -61.227400          93.308441    
   4.5003549          31648.626          54.613726         -156.34509    
   4.5066559          32111.152          167.02977         -49.625471    
   4.5129569          32580.438         -84.027077          53.413659    
   4.5192580          33056.582          21.394704          152.71789    
   4.5255590          33539.685          123.24597         -111.76793    
   4.5318600          34029.848         -138.52312         -20.099772    
   4.5381610          34527.175         -43.963069          67.665639    
   4.5444621          35031.769          46.874888          151.47076    
   4.5507631          35543.738          133.93883         -128.74279    
   4.5570641          36063.189         -142.82391         -53.034189    
   4.5633652          36590.232         -63.466691          18.536512    
   4.5696662          37124.977          11.956355          85.908414    
   4.5759672          37667.537          83.390361          149.01974    
   4.5822683          38218.026          150.77970         -152.19217    
   4.5885693          38776.560         -145.93203         -97.790869    
   4.5948703          39343.257         -86.802015         -47.840843    
   4.6011713          39918.236         -31.888217         -2.4074943    
   4.6074724          40501.618          18.750585          38.442831    
   4.6137734          41093.525          65.054802          74.642828    
   4.6200744          41694.083          106.96402          106.12422    
   4.6263755          42303.418          144.41699          132.81774    
   4.6326765          42921.658          177.35162          154.65312    
   4.6389775          43548.933         -154.29505          171.55909    
   4.6452786          44185.376         -130.58685         -176.53668    
   4.6515796          44831.119         -111.58849         -169.70755    
   4.6578806          45486.300         -97.365566         -168.02795    
   4.6641816          46151.056         -87.984594         -171.57338    
   4.6704827          46825.527         -83.513006          179.57956    
   4.6767837          47509.855         -84.019163          165.35314    
   4.6830847          48204.183         -89.572374          145.66852    
   4.6893858          48908.660         -100.24291          120.44572    
   4.6956868          49623.431         -116.10199          89.603572    
   4.7019878          50348.649         -137.22186          53.059755    
   4.7082889          51084.465         -163.67572          10.730735    
   4.7145899          51831.035          164.46219         -37.468234    
   4.7208909          52588.515          127.11662         -91.623131    
   4.7271919          53357.066          84.211281         -151.82119    
   4.7334930          54136.849          35.668817          141.84910    
   4.7397940          54928.027         -18.589185          69.297936    
   4.7460950          55730.768         -78.642221         -9.5657722    
   4.7523961          56545.241         -144.57089         -94.834451    
   4.7586971          57371.617          143.54312          173.39813    
   4.7649981          58210.070          65.616947          75.036832    
   4.7712992          59060.776         -18.433366         -30.014869    
   4.7776002          59923.915         -108.69296         -141.85490    
   4.7839012          60799.668          154.75186          99.417369    
   4.7902022          61688.220          51.813598         -26.298860    
   4.7965033          62589.758         -57.596458         -159.10587    
   4.8028043          63504.471         -173.56823          60.892576    
   4.8091053          64432.552          63.807113         -86.408812    
   4.8154064          65374.196         -65.562850          118.88315    
   4.8217074          66329.602          158.22819         -43.339920    
   4.8280084          67298.971          15.085231          146.81202    
   4.8343095          68282.506         -135.08801         -30.772581    
   4.8406105          69280.415          67.610850          143.79307    
   4.8469115          70292.908         -96.917163         -49.605865    
   4.8532125          71320.198          91.227627          108.91410    
   4.8595136          72362.501         -88.056488         -100.76527    
   4.8658146          73420.037          85.127383          41.236094    
   4.8721156          74493.028         -109.32529          174.79649    
   4.8784167          75581.701          48.479536         -60.207560    
   4.8847177          76686.283         -161.56557          56.098674    
   4.8910187          77807.009         -19.569500          163.58808    
   4.8973198          78944.113          114.35734         -97.868292    
   4.9036208          80097.836         -119.89696         -8.4012986    
   4.9099218          81268.419         -2.4458485          71.856310    
   4.9162228          82456.110          106.59565          142.76984    
   4.9225239          83661.158         -152.88905         -155.79737    
   4.9288249          84883.817         -61.018148         -103.98398    
   4.9351259          86124.345          22.088539         -61.930672    
   4.9414270          87383.002          96.309544         -29.780178    
   4.9477280          88660.054          161.52174         -7.6773226    
   4.9540290          89955.769         -142.39971          4.2309567    
   4.9603301          91270.420         -95.581336          5.7955762    
   4.9666311          92604.285         -58.151410         -3.1347255    
   4.9729321          93957.642         -30.239971         -22.713420    
   4.9792331          95330.779         -11.978837         -53.096220    
   4.9855342          96723.983         -3.5016347         -94.441114    
   4.9918352          98137.548         -4.9438258         -146.90840    
   4.9981362          99571.771         -16.442729          149.33929    
   5.0044373          101026.95         -38.137547          74.136932    
   5.0107383          102503.40         -70.169388         -12.682893    
   5.0170393          104001.43         -112.68129         -111.29006    
   5.0233404          105521.35         -165.81827          138.14308    
   5.0296414          107063.49          130.27269          15.441653    
   5.0359424          108628.16          55.442581         -119.57177    
   5.0422434          110215.69         -30.459641          92.922793    
   5.0485445          111826.43         -127.58709         -67.257310    
   5.0548455          113460.71          123.90501          119.70260    
   5.0611465          115118.87          3.8593404         -66.385504    
   5.0674476          116801.27         -127.88360          94.287601    
   5.0737486          118508.25          88.514519         -118.47165    
   5.0800496          120240.18         -67.110188          15.140355    
   5.0863507          121997.42          125.07615          134.92435    
   5.0926517          123780.34         -55.094866         -119.32184    
   5.0989527          125589.32          112.20606         -27.803352    
   5.1052537          127424.74         -93.194103          49.271698    
   5.1115548          129286.97          48.529236          111.69213    
   5.1178558          131176.43          177.19828          159.24370    
   5.1241568          133093.50         -67.367209         -168.29099    
   5.1304579          135038.58          34.650089         -151.13250    
   5.1367589          137012.09          123.06498         -149.50461    
   5.1430599          139014.44         -162.31026         -163.63440    
   5.1493610          141046.06         -101.66589          166.24776    
   5.1556620          143107.36         -55.194817          119.90813    
   5.1619630          145198.79         -23.092536          57.109550    
   5.1682640          147320.79         -5.5572334         -22.388617    
   5.1745651          149473.80         -2.7897944         -118.83051    
   5.1808661          151658.27         -14.993844          127.53615    
   5.1871671          153874.67         -42.375787         -3.5399706    
   5.1934682          156123.46         -85.144840         -152.31388    
   5.1997692          158405.11         -143.51307          40.955692    
   5.2060702          160720.11          142.30454         -143.99378    
   5.2123713          163068.94          52.090125          12.571346    
   5.2186723          165452.10         -54.377194          150.38083    
   5.2249733          167870.09         -177.32128         -90.839542    
   5.2312743          170323.41          43.030930          8.6320356    
   5.2375754          172812.59         -113.55056          88.513284    
   5.2438764          175338.14          72.701101          148.51780    
   5.2501774          177900.61         -118.45041         -171.64500    
   5.2564785          180500.52          32.755383         -152.26995    
   5.2627795          183138.43          166.07567         -153.65619    
   5.2690805          185814.89         -78.735646         -176.10725    
   5.2753816          188530.47          18.071993          140.06893    
   5.2816826          191285.73          96.245744          74.559888    
   5.2879836          194081.26          155.52933         -12.951397    
   5.2942846          196917.65         -164.33702         -122.78658    
   5.3005857          199795.49         -143.61661          104.72798    
   5.3068867          202715.38         -142.57629         -50.738853    
   5.3131877          205677.95         -161.48658          130.47697    
   5.3194888          208683.81          159.37835         -71.965451    
   5.3257898          211733.60          99.740603          61.588037    
   5.3320908          214827.97          19.318494          170.78651    
   5.3383919          217967.55         -82.173473         -104.72607    
   5.3446929          221153.02          154.97533         -45.310968    
   5.3509939          224385.05          10.471587         -11.334706    
   5.3572949          227664.30         -155.98197         -3.1691752    
   5.3635960          230991.48          15.313324         -21.191699    
   5.3698970          234367.29          164.05208         -65.785117    
   5.3761980          237792.43         -70.075270         -137.33786    
   5.3824991          241267.63          32.617541          123.75595    
   5.3888001          244793.62          111.81251         -2.9035531    
   5.3951011          248371.13          167.18732         -157.72208    
   5.4014022          252000.93         -161.58470          18.888706    
   5.4077032          255683.78         -154.83465          166.51116    
   5.4140042          259420.45         -172.89815         -75.278497    
   5.4203052          263211.73          143.88469          13.089781    
   5.4266063          267058.42          75.169113          71.179747    
   5.4329073          270961.32         -19.394295          98.548783    
   5.4392083          274921.26         -140.15967          94.747799    
   5.4455094          278939.08          72.514041          59.321145    
   5.4518104          283015.61         -101.73695         -8.1934910    
   5.4581114          287151.72          56.718645         -108.26517    
   5.4644125          291348.27         -172.49289          118.63017    
   5.4707135          295606.16         -69.750299         -47.990326    
   5.4770145          299926.27          4.5625295          111.38340    
   5.4833155          304309.52          50.056523         -123.74575    
   5.4896166          308756.83          66.337353         -33.882128    
   5.4959176          313269.13          53.005358          20.462542    
   5.5022186          317847.38          9.6554773          38.769054    
   5.5085197          322492.53         -64.122820          20.510615    
   5.5148207          327205.57         -168.74562         -34.847263    
   5.5211217          331987.49          55.365385         -127.84688    
   5.5274228          336839.30         -112.21720          100.96154    
   5.5337238          341762.01          48.073464         -68.980262    
   5.5400248          346756.66          175.79836          81.761289    
   5.5463258          351824.31         -89.487436         -167.38850    
   5.5526269          356966.01         -28.234873         -97.012736    
   5.5589279          362182.87        -0.90097746         -67.703019    
   5.5652289          367475.96         -7.9489344         -80.059613    
   5.5715300          372846.41         -49.848180         -134.69155    
   5.5778310          378295.34         -127.07448          127.78325    
   5.5841320          383823.91          119.88999         -13.262182    
   5.5904331          389433.27         -29.443466          161.53605    
   5.5967341          395124.61          144.42989         -68.467482    
   5.6030351          400899.13         -78.991872          16.072394    
   5.6093361          406758.03          19.782533          54.491262    
   5.6156372          412702.57          80.237549          46.115007    
   5.6219382          418733.98          101.85067         -9.7403394    
   5.6282392          424853.53          84.092366         -113.76874    
   5.6345403          431062.52          26.425947          93.325715    
   5.6408413          437362.25         -71.692461         -109.17137    
   5.6471423          443754.04          149.18592         -1.9848196    
   5.6534434          450239.25         -31.497552          54.149955    
   5.6597444          456819.23          105.69097          58.486792    
   5.6660454          463495.38         -159.82227          10.268630    
   5.6723464          470269.10         -108.61879         -91.272654    
   5.6786475          477141.81         -101.28788          113.08359    
   5.6849485          484114.96         -138.42679         -97.453359    
   5.6912495          491190.02          139.35921         -3.6857989    
   5.6975506          498368.47          11.456705          33.572266    
   5.7038516          505651.84         -162.75595          13.494934    
   5.7101526          513041.65         -23.908785         -64.755764    
   5.7164537          520539.45          67.359732          157.96996    
   5.7227547          528146.83          110.40253         -39.190528    
   5.7290557          535865.39          104.56387          62.887532    
   5.7353567          543696.75          49.179159          103.31611    
   5.7416578          551642.57         -56.425082          81.194214    
   5.7479588          559704.50          147.06860         -4.3923338    
   5.7542598          567884.26         -61.031524         -154.37105    
   5.7605609          576183.56          38.573574         -9.6830216    
   5.7668619          584604.14          85.173465          68.716934    
   5.7731629          593147.79          78.048204          79.860036    
   5.7794640          601816.31          16.468161          22.763348    
   5.7857650          610611.50         -100.30608         -103.57042    
   5.7920660          619535.23          86.976152          59.846850    
   5.7983670          628589.38         -142.44455          151.98852    
   5.8046681          637775.85         -69.337779          171.81292    
   5.8109691          647096.57         -54.483443          118.26318    
   5.8172701          656553.51         -98.671931         -9.7330100    
   5.8235712          666148.66          157.29576          146.73635    
   5.8298722          675884.04         -7.3920943         -133.43262    
   5.8361732          685761.69          126.44187         -131.35994    
   5.8424743          695783.70         -162.03602          151.81800    
   5.8487753          705952.17         -153.67059         -5.0517677    
   5.8550763          716269.26          150.68198          116.86091    
   5.8613773          726737.11          30.154006          156.36909    
   5.8676784          737357.96         -156.13380          112.26852    
   5.8739794          748134.01         -49.072559         -16.662682    
   5.8802804          759067.56         -9.5652779          128.33575    
   5.8865815          770160.89         -38.527131         -173.99401    
   5.8928825          781416.34         -136.88555          155.07179    
   5.8991835          792836.29          54.419605          34.238296    
   5.9054846          804423.13          174.43586         -177.80830    
   5.9117856          816179.31         -137.80204         -122.40098    
   5.9180866          828107.29         -163.27227         -160.89224    
   5.9243876          840209.60          97.033860          65.345707    
   5.9306887          852488.78         -77.888250         -165.07945    
   5.9369897          864947.40          30.943331         -133.58033    
   5.9432907          877588.11          62.496889          158.40977    
   5.9495918          890413.55          15.726855         -10.563377    
   5.9558928          903426.43         -110.42635          78.024762    
   5.9621938          916629.48          42.963488          62.677142    
   5.9684949          930025.49          114.80817         -58.125153    
   5.9747959          943617.27          104.00492          74.076761    
   5.9810969          957407.69          9.4361635          97.719249    
   5.9873979          971399.64         -170.03068          11.215824    
   5.9936990          985596.09          0.0000000          172.95682    
   6.0000000          1000000.0          0.0000000         -138.69097    
