   LOG10(FN) FN  Magnitudes: Lamda11, Lamda22 ...
   3.6686189          4662.5006         0.28788697E-06
   3.6749199          4730.6403         0.29609375E-06
   3.6812210          4799.7759         0.30453425E-06
   3.6875220          4869.9218         0.31321511E-06
   3.6938230          4941.0929         0.32214316E-06
   3.7001241          5013.3041         0.33132544E-06
   3.7064251          5086.5707         0.34076918E-06
   3.7127261          5160.9079         0.35048182E-06
   3.7190271          5236.3316         0.36047100E-06
   3.7253282          5312.8575         0.37074458E-06
   3.7316292          5390.5019         0.38131066E-06
   3.7379302          5469.2809         0.39217755E-06
   3.7442313          5549.2113         0.40335380E-06
   3.7505323          5630.3098         0.41484821E-06
   3.7568333          5712.5935         0.42666983E-06
   3.7631344          5796.0797         0.43882796E-06
   3.7694354          5880.7861         0.45133217E-06
   3.7757364          5966.7303         0.46419229E-06
   3.7820374          6053.9306         0.47741845E-06
   3.7883385          6142.4053         0.49102104E-06
   3.7946395          6232.1730         0.50501078E-06
   3.8009405          6323.2526         0.51939866E-06
   3.8072416          6415.6633         0.53419600E-06
   3.8135426          6509.4245         0.54941443E-06
   3.8198436          6604.5559         0.56506593E-06
   3.8261447          6701.0777         0.58116281E-06
   3.8324457          6799.0100         0.59771772E-06
   3.8387467          6898.3736         0.61474367E-06
   3.8450477          6999.1893         0.63225406E-06
   3.8513488          7101.4784         0.65026265E-06
   3.8576498          7205.2624         0.66878358E-06
   3.8639508          7310.5631         0.68783144E-06
   3.8702519          7417.4028         0.70742117E-06
   3.8765529          7525.8038         0.72756818E-06
   3.8828539          7635.7890         0.74828830E-06
   3.8891550          7747.3817         0.76959780E-06
   3.8954560          7860.6051         0.79151344E-06
   3.9017570          7975.4833         0.81405243E-06
   3.9080580          8092.0404         0.83723248E-06
   3.9143591          8210.3009         0.86107179E-06
   3.9206601          8330.2896         0.88558909E-06
   3.9269611          8452.0320         0.91080364E-06
   3.9332622          8575.5535         0.93673523E-06
   3.9395632          8700.8802         0.96340423E-06
   3.9458642          8828.0386         0.99083157E-06
   3.9521653          8957.0552         0.10190388E-05
   3.9584663          9087.9574         0.10480481E-05
   3.9647673          9220.7726         0.10778821E-05
   3.9710683          9355.5288         0.11085644E-05
   3.9773694          9492.2544         0.11401189E-05
   3.9836704          9630.9782         0.11725706E-05
   3.9899714          9771.7294         0.12059447E-05
   3.9962725          9914.5375         0.12402676E-05
   4.0025735          10059.433         0.12755661E-05
   4.0088745          10206.446         0.13118680E-05
   4.0151756          10355.607         0.13492017E-05
   4.0214766          10506.948         0.13875964E-05
   4.0277776          10660.501         0.14270824E-05
   4.0340786          10816.298         0.14676906E-05
   4.0403797          10974.372         0.15094527E-05
   4.0466807          11134.756         0.15524017E-05
   4.0529817          11297.484         0.15965711E-05
   4.0592828          11462.590         0.16419956E-05
   4.0655838          11630.109         0.16887108E-05
   4.0718848          11800.076         0.17367532E-05
   4.0781859          11972.528         0.17861606E-05
   4.0844869          12147.499         0.18369717E-05
   4.0907879          12325.028         0.18892263E-05
   4.0970889          12505.151         0.19429653E-05
   4.1033900          12687.907         0.19982309E-05
   4.1096910          12873.333         0.20550663E-05
   4.1159920          13061.469         0.21135160E-05
   4.1222931          13252.355         0.21736259E-05
   4.1285941          13446.030         0.22354430E-05
   4.1348951          13642.536         0.22990158E-05
   4.1411962          13841.914         0.23643939E-05
   4.1474972          14044.206         0.24316286E-05
   4.1537982          14249.454         0.25007726E-05
   4.1600992          14457.701         0.25718800E-05
   4.1664003          14668.992         0.26450063E-05
   4.1727013          14883.371         0.27202090E-05
   4.1790023          15100.883         0.27975467E-05
   4.1853034          15321.573         0.28770801E-05
   4.1916044          15545.489         0.29588713E-05
   4.1979054          15772.677         0.30429844E-05
   4.2042065          16003.186         0.31294851E-05
   4.2105075          16237.063         0.32184412E-05
   4.2168085          16474.358         0.33099221E-05
   4.2231095          16715.122         0.34039995E-05
   4.2294106          16959.403         0.35007469E-05
   4.2357116          17207.255         0.36002399E-05
   4.2420126          17458.729         0.37025563E-05
   4.2483137          17713.878         0.38077762E-05
   4.2546147          17972.757         0.39159818E-05
   4.2609157          18235.418         0.40272576E-05
   4.2672168          18501.918         0.41416906E-05
   4.2735178          18772.313         0.42593702E-05
   4.2798188          19046.659         0.43803884E-05
   4.2861198          19325.015         0.45048398E-05
   4.2924209          19607.439         0.46328214E-05
   4.2987219          19893.990         0.47644334E-05
   4.3050229          20184.729         0.48997785E-05
   4.3113240          20479.717         0.50389623E-05
   4.3176250          20779.017         0.51820937E-05
   4.3239260          21082.690         0.53292843E-05
   4.3302271          21390.801         0.54806490E-05
   4.3365281          21703.415         0.56363060E-05
   4.3428291          22020.598         0.57963768E-05
   4.3491301          22342.416         0.59609863E-05
   4.3554312          22668.938         0.61302630E-05
   4.3617322          23000.231         0.63043389E-05
   4.3680332          23336.366         0.64833499E-05
   4.3743343          23677.414         0.66674355E-05
   4.3806353          24023.445         0.68567395E-05
   4.3869363          24374.534         0.70514094E-05
   4.3932374          24730.754         0.72515970E-05
   4.3995384          25092.179         0.74574584E-05
   4.4058394          25458.887         0.76691542E-05
   4.4121404          25830.954         0.78868493E-05
   4.4184415          26208.458         0.81107135E-05
   4.4247425          26591.479         0.83409212E-05
   4.4310435          26980.099         0.85776519E-05
   4.4373446          27374.397         0.88210899E-05
   4.4436456          27774.458         0.90714249E-05
   4.4499466          28180.365         0.93288521E-05
   4.4562477          28592.205         0.95935718E-05
   4.4625487          29010.064         0.98657903E-05
   4.4688497          29434.029         0.10145719E-04
   4.4751507          29864.190         0.10433577E-04
   4.4814518          30300.638         0.10729588E-04
   4.4877528          30743.464         0.11033982E-04
   4.4940538          31192.762         0.11346996E-04
   4.5003549          31648.626         0.11668875E-04
   4.5066559          32111.152         0.11999867E-04
   4.5129569          32580.438         0.12340231E-04
   4.5192580          33056.582         0.12690232E-04
   4.5255590          33539.685         0.13050142E-04
   4.5318600          34029.848         0.13420240E-04
   4.5381610          34527.175         0.13800815E-04
   4.5444621          35031.769         0.14192163E-04
   4.5507631          35543.738         0.14594588E-04
   4.5570641          36063.189         0.15008402E-04
   4.5633652          36590.232         0.15433928E-04
   4.5696662          37124.977         0.15871496E-04
   4.5759672          37667.537         0.16321446E-04
   4.5822683          38218.026         0.16784128E-04
   4.5885693          38776.560         0.17259901E-04
   4.5948703          39343.257         0.17749135E-04
   4.6011713          39918.236         0.18252210E-04
   4.6074724          40501.618         0.18769517E-04
   4.6137734          41093.525         0.19301456E-04
   4.6200744          41694.083         0.19848442E-04
   4.6263755          42303.418         0.20410899E-04
   4.6326765          42921.658         0.20989263E-04
   4.6389775          43548.933         0.21583983E-04
   4.6452786          44185.376         0.22195521E-04
   4.6515796          44831.119         0.22824352E-04
   4.6578806          45486.300         0.23470962E-04
   4.6641816          46151.056         0.24135854E-04
   4.6704827          46825.527         0.24819544E-04
   4.6767837          47509.855         0.25522561E-04
   4.6830847          48204.183         0.26245451E-04
   4.6893858          48908.660         0.26988774E-04
   4.6956868          49623.431         0.27753106E-04
   4.7019878          50348.649         0.28539039E-04
   4.7082889          51084.465         0.29347184E-04
   4.7145899          51831.035         0.30178165E-04
   4.7208909          52588.515         0.31032626E-04
   4.7271919          53357.066         0.31911230E-04
   4.7334930          54136.849         0.32814657E-04
   4.7397940          54928.027         0.33743607E-04
   4.7460950          55730.768         0.34698798E-04
   4.7523961          56545.241         0.35680970E-04
   4.7586971          57371.617         0.36690884E-04
   4.7649981          58210.070         0.37729321E-04
   4.7712992          59060.776         0.38797084E-04
   4.7776002          59923.915         0.39895001E-04
   4.7839012          60799.668         0.41023919E-04
   4.7902022          61688.220         0.42184712E-04
   4.7965033          62589.758         0.43378278E-04
   4.8028043          63504.471         0.44605540E-04
   4.8091053          64432.552         0.45867447E-04
   4.8154064          65374.196         0.47164974E-04
   4.8217074          66329.602         0.48499123E-04
   4.8280084          67298.971         0.49870926E-04
   4.8343095          68282.506         0.51281444E-04
   4.8406105          69280.415         0.52731764E-04
   4.8469115          70292.908         0.54223008E-04
   4.8532125          71320.198         0.55756328E-04
   4.8595136          72362.501         0.57332907E-04
   4.8658146          73420.037         0.58953962E-04
   4.8721156          74493.028         0.60620745E-04
   4.8784167          75581.701         0.62334542E-04
   4.8847177          76686.283         0.64096675E-04
   4.8910187          77807.009         0.65908505E-04
   4.8973198          78944.113         0.67771429E-04
   4.9036208          80097.836         0.69686883E-04
   4.9099218          81268.419         0.71656345E-04
   4.9162228          82456.110         0.73681334E-04
   4.9225239          83661.158         0.75763409E-04
   4.9288249          84883.817         0.77904178E-04
   4.9351259          86124.345         0.80105288E-04
   4.9414270          87383.002         0.82368436E-04
   4.9477280          88660.054         0.84695366E-04
   4.9540290          89955.769         0.87087870E-04
   4.9603301          91270.420         0.89547791E-04
   4.9666311          92604.285         0.92077022E-04
   4.9729321          93957.642         0.94677511E-04
   4.9792331          95330.779         0.97351260E-04
   4.9855342          96723.983         0.10010033E-03
   4.9918352          98137.548         0.10292682E-03
   4.9981362          99571.771         0.10583293E-03
   5.0044373          101026.95         0.10882088E-03
   5.0107383          102503.40         0.11189297E-03
   5.0170393          104001.43         0.11505156E-03
   5.0233404          105521.35         0.11829908E-03
   5.0296414          107063.49         0.12163803E-03
   5.0359424          108628.16         0.12507098E-03
   5.0422434          110215.69         0.12860055E-03
   5.0485445          111826.43         0.13222947E-03
   5.0548455          113460.71         0.13596052E-03
   5.0611465          115118.87         0.13979656E-03
   5.0674476          116801.27         0.14374055E-03
   5.0737486          118508.25         0.14779550E-03
   5.0800496          120240.18         0.15196454E-03
   5.0863507          121997.42         0.15625085E-03
   5.0926517          123780.34         0.16065774E-03
   5.0989527          125589.32         0.16518857E-03
   5.1052537          127424.74         0.16984683E-03
   5.1115548          129286.97         0.17463609E-03
   5.1178558          131176.43         0.17956002E-03
   5.1241568          133093.50         0.18462239E-03
   5.1304579          135038.58         0.18982708E-03
   5.1367589          137012.09         0.19517808E-03
   5.1430599          139014.44         0.20067950E-03
   5.1493610          141046.06         0.20633553E-03
   5.1556620          143107.36         0.21215053E-03
   5.1619630          145198.79         0.21812893E-03
   5.1682640          147320.79         0.22427532E-03
   5.1745651          149473.80         0.23059439E-03
   5.1808661          151658.27         0.23709099E-03
   5.1871671          153874.67         0.24377008E-03
   5.1934682          156123.46         0.25063678E-03
   5.1997692          158405.11         0.25769633E-03
   5.2060702          160720.11         0.26495413E-03
   5.2123713          163068.94         0.27241573E-03
   5.2186723          165452.10         0.28008683E-03
   5.2249733          167870.09         0.28797330E-03
   5.2312743          170323.41         0.29608116E-03
   5.2375754          172812.59         0.30441659E-03
   5.2438764          175338.14         0.31298598E-03
   5.2501774          177900.61         0.32179585E-03
   5.2564785          180500.52         0.33085294E-03
   5.2627795          183138.43         0.34016416E-03
   5.2690805          185814.89         0.34973661E-03
   5.2753816          188530.47         0.35957759E-03
   5.2816826          191285.73         0.36969461E-03
   5.2879836          194081.26         0.38009538E-03
   5.2942846          196917.65         0.39078783E-03
   5.3005857          199795.49         0.40178012E-03
   5.3068867          202715.38         0.41308062E-03
   5.3131877          205677.95         0.42469793E-03
   5.3194888          208683.81         0.43664091E-03
   5.3257898          211733.60         0.44891866E-03
   5.3320908          214827.97         0.46154051E-03
   5.3383919          217967.55         0.47451608E-03
   5.3446929          221153.02         0.48785524E-03
   5.3509939          224385.05         0.50156814E-03
   5.3572949          227664.30         0.51566522E-03
   5.3635960          230991.48         0.53015719E-03
   5.3698970          234367.29         0.54505507E-03
   5.3761980          237792.43         0.56037019E-03
   5.3824991          241267.63         0.57611419E-03
   5.3888001          244793.62         0.59229903E-03
   5.3951011          248371.13         0.60893700E-03
   5.4014022          252000.93         0.62604075E-03
   5.4077032          255683.78         0.64362325E-03
   5.4140042          259420.45         0.66169786E-03
   5.4203052          263211.73         0.68027830E-03
   5.4266063          267058.42         0.69937865E-03
   5.4329073          270961.32         0.71901342E-03
   5.4392083          274921.26         0.73919749E-03
   5.4455094          278939.08         0.75994617E-03
   5.4518104          283015.61         0.78127519E-03
   5.4581114          287151.72         0.80320071E-03
   5.4644125          291348.27         0.82573934E-03
   5.4707135          295606.16         0.84890817E-03
   5.4770145          299926.27         0.87272473E-03
   5.4833155          304309.52         0.89720706E-03
   5.4896166          308756.83         0.92237370E-03
   5.4959176          313269.13         0.94824368E-03
   5.5022186          317847.38         0.97483658E-03
   5.5085197          322492.53         0.10021725E-02
   5.5148207          327205.57         0.10302722E-02
   5.5211217          331987.49         0.10591568E-02
   5.5274228          336839.30         0.10888482E-02
   5.5337238          341762.01         0.11193688E-02
   5.5400248          346756.66         0.11507417E-02
   5.5463258          351824.31         0.11829906E-02
   5.5526269          356966.01         0.12161398E-02
   5.5589279          362182.87         0.12502144E-02
   5.5652289          367475.96         0.12852401E-02
   5.5715300          372846.41         0.13212433E-02
   5.5778310          378295.34         0.13582511E-02
   5.5841320          383823.91         0.13962915E-02
   5.5904331          389433.27         0.14353932E-02
   5.5967341          395124.61         0.14755856E-02
   5.6030351          400899.13         0.15168991E-02
   5.6093361          406758.03         0.15593647E-02
   5.6156372          412702.57         0.16030144E-02
   5.6219382          418733.98         0.16478811E-02
   5.6282392          424853.53         0.16939986E-02
   5.6345403          431062.52         0.17414017E-02
   5.6408413          437362.25         0.17901258E-02
   5.6471423          443754.04         0.18402078E-02
   5.6534434          450239.25         0.18916853E-02
   5.6597444          456819.23         0.19445970E-02
   5.6660454          463495.38         0.19989826E-02
   5.6723464          470269.10         0.20548830E-02
   5.6786475          477141.81         0.21123403E-02
   5.6849485          484114.96         0.21713975E-02
   5.6912495          491190.02         0.22320991E-02
   5.6975506          498368.47         0.22944905E-02
   5.7038516          505651.84         0.23586187E-02
   5.7101526          513041.65         0.24245317E-02
   5.7164537          520539.45         0.24922789E-02
   5.7227547          528146.83         0.25619112E-02
   5.7290557          535865.39         0.26334808E-02
   5.7353567          543696.75         0.27070414E-02
   5.7416578          551642.57         0.27826479E-02
   5.7479588          559704.50         0.28603571E-02
   5.7542598          567884.26         0.29402272E-02
   5.7605609          576183.56         0.30223179E-02
   5.7668619          584604.14         0.31066907E-02
   5.7731629          593147.79         0.31934088E-02
   5.7794640          601816.31         0.32825369E-02
   5.7857650          610611.50         0.33741419E-02
   5.7920660          619535.23         0.34682920E-02
   5.7983670          628589.38         0.35650579E-02
   5.8046681          637775.85         0.36645116E-02
   5.8109691          647096.57         0.37667276E-02
   5.8172701          656553.51         0.38717822E-02
   5.8235712          666148.66         0.39797538E-02
   5.8298722          675884.04         0.40907230E-02
   5.8361732          685761.69         0.42047726E-02
   5.8424743          695783.70         0.43219878E-02
   5.8487753          705952.17         0.44424559E-02
   5.8550763          716269.26         0.45662668E-02
   5.8613773          726737.11         0.46935127E-02
   5.8676784          737357.96         0.48242886E-02
   5.8739794          748134.01         0.49586917E-02
   5.8802804          759067.56         0.50968223E-02
   5.8865815          770160.89         0.52387832E-02
   5.8928825          781416.34         0.53846801E-02
   5.8991835          792836.29         0.55346215E-02
   5.9054846          804423.13         0.56887191E-02
   5.9117856          816179.31         0.58470874E-02
   5.9180866          828107.29         0.60098442E-02
   5.9243876          840209.60         0.61771105E-02
   5.9306887          852488.78         0.63490107E-02
   5.9369897          864947.40         0.65256724E-02
   5.9432907          877588.11         0.67072269E-02
   5.9495918          890413.55         0.68938090E-02
   5.9558928          903426.43         0.70855573E-02
   5.9621938          916629.48         0.72826140E-02
   5.9684949          930025.49         0.74851254E-02
   5.9747959          943617.27         0.76932417E-02
   5.9810969          957407.69         0.79071173E-02
   5.9873979          971399.64         0.81269107E-02
   5.9936990          985596.09         0.83527849E-02
   6.0000000          1000000.0         0.85849073E-02
