   LOG10(FN) FN  Arguments: Lamda11, Lamda22 ... [deg]
   4.3554312          22668.938          173.56300    
   4.3617322          23000.231          173.55491    
   4.3680332          23336.366          173.54679    
   4.3743343          23677.414          173.53864    
   4.3806353          24023.445          173.53045    
   4.3869363          24374.534          173.52223    
   4.3932374          24730.754          173.51397    
   4.3995384          25092.179          173.50568    
   4.4058394          25458.887          173.49735    
   4.4121404          25830.954          173.48899    
   4.4184415          26208.458          173.48059    
   4.4247425          26591.479          173.47216    
   4.4310435          26980.099          173.46369    
   4.4373446          27374.397          173.45518    
   4.4436456          27774.458          173.44664    
   4.4499466          28180.365          173.43807    
   4.4562477          28592.205          173.42945    
   4.4625487          29010.064          173.42081    
   4.4688497          29434.029          173.41212    
   4.4751507          29864.190          173.40340    
   4.4814518          30300.638          173.39464    
   4.4877528          30743.464          173.38585    
   4.4940538          31192.762          173.37702    
   4.5003549          31648.626          173.36815    
   4.5066559          32111.152          173.35924    
   4.5129569          32580.438          173.35030    
   4.5192580          33056.582          173.34132    
   4.5255590          33539.685          173.33230    
   4.5318600          34029.848          173.32325    
   4.5381610          34527.175          173.31416    
   4.5444621          35031.769          173.30503    
   4.5507631          35543.738          173.29586    
   4.5570641          36063.189          173.28666    
   4.5633652          36590.232          173.27741    
   4.5696662          37124.977          173.26813    
   4.5759672          37667.537          173.25881    
   4.5822683          38218.026          173.24945    
   4.5885693          38776.560          173.24005    
   4.5948703          39343.257          173.23062    
   4.6011713          39918.236          173.22114    
   4.6074724          40501.618          173.21163    
   4.6137734          41093.525          173.20208    
   4.6200744          41694.083          173.19249    
   4.6263755          42303.418          173.18285    
   4.6326765          42921.658          173.17318    
   4.6389775          43548.933          173.16347    
   4.6452786          44185.376          173.15372    
   4.6515796          44831.119          173.14393    
   4.6578806          45486.300          173.13410    
   4.6641816          46151.056          173.12423    
   4.6704827          46825.527          173.11432    
   4.6767837          47509.855          173.10437    
   4.6830847          48204.183          173.09438    
   4.6893858          48908.660          173.08435    
   4.6956868          49623.431          173.07428    
   4.7019878          50348.649          173.06416    
   4.7082889          51084.465          173.05401    
   4.7145899          51831.035          173.04381    
   4.7208909          52588.515          173.03358    
   4.7271919          53357.066          173.02330    
   4.7334930          54136.849          173.01298    
   4.7397940          54928.027          173.00262    
   4.7460950          55730.768          172.99222    
   4.7523961          56545.241          172.98177    
   4.7586971          57371.617          172.97129    
   4.7649981          58210.070          172.96076    
   4.7712992          59060.776          172.95019    
   4.7776002          59923.915          172.93957    
   4.7839012          60799.668          172.92892    
   4.7902022          61688.220          172.91822    
   4.7965033          62589.758          172.90748    
   4.8028043          63504.471          172.89670    
   4.8091053          64432.552          172.88587    
   4.8154064          65374.196          172.87500    
   4.8217074          66329.602          172.86409    
   4.8280084          67298.971          172.85313    
   4.8343095          68282.506          172.84213    
   4.8406105          69280.415          172.83109    
   4.8469115          70292.908          172.82001    
   4.8532125          71320.198          172.80888    
   4.8595136          72362.501          172.79770    
   4.8658146          73420.037          172.78649    
   4.8721156          74493.028          172.77522    
   4.8784167          75581.701          172.76392    
   4.8847177          76686.283          172.75257    
   4.8910187          77807.009          172.74118    
   4.8973198          78944.113          172.72974    
   4.9036208          80097.836          172.71825    
   4.9099218          81268.419          172.70673    
   4.9162228          82456.110          172.69515    
   4.9225239          83661.158          172.68354    
   4.9288249          84883.817          172.67187    
   4.9351259          86124.345          172.66017    
   4.9414270          87383.002          172.64841    
   4.9477280          88660.054          172.63662    
   4.9540290          89955.769          172.62477    
   4.9603301          91270.420          172.61289    
   4.9666311          92604.285          172.60095    
   4.9729321          93957.642          172.58897    
   4.9792331          95330.779          172.57695    
   4.9855342          96723.983          172.56487    
   4.9918352          98137.548          172.55276    
   4.9981362          99571.771          172.54059    
   5.0044373          101026.95          172.52839    
   5.0107383          102503.40          172.51613    
   5.0170393          104001.43          172.50383    
   5.0233404          105521.35          172.49148    
   5.0296414          107063.49          172.47909    
   5.0359424          108628.16          172.46665    
   5.0422434          110215.69          172.45416    
   5.0485445          111826.43          172.44162    
   5.0548455          113460.71          172.42904    
   5.0611465          115118.87          172.41642    
   5.0674476          116801.27          172.40374    
   5.0737486          118508.25          172.39102    
   5.0800496          120240.18          172.37825    
   5.0863507          121997.42          172.36544    
   5.0926517          123780.34          172.35258    
   5.0989527          125589.32          172.33967    
   5.1052537          127424.74          172.32671    
   5.1115548          129286.97          172.31371    
   5.1178558          131176.43          172.30066    
   5.1241568          133093.50          172.28756    
   5.1304579          135038.58          172.27442    
   5.1367589          137012.09          172.26122    
   5.1430599          139014.44          172.24798    
   5.1493610          141046.06          172.23470    
   5.1556620          143107.36          172.22136    
   5.1619630          145198.79          172.20798    
   5.1682640          147320.79          172.19455    
   5.1745651          149473.80          172.18107    
   5.1808661          151658.27          172.16755    
   5.1871671          153874.67          172.15398    
   5.1934682          156123.46          172.14036    
   5.1997692          158405.11          172.12669    
   5.2060702          160720.11          172.11297    
   5.2123713          163068.94          172.09921    
   5.2186723          165452.10          172.08540    
   5.2249733          167870.09          172.07154    
   5.2312743          170323.41          172.05764    
   5.2375754          172812.59          172.04368    
   5.2438764          175338.14          172.02968    
   5.2501774          177900.61          172.01563    
   5.2564785          180500.52          172.00154    
   5.2627795          183138.43          171.98739    
   5.2690805          185814.89          171.97320    
   5.2753816          188530.47          171.95897    
   5.2816826          191285.73          171.94468    
   5.2879836          194081.26          171.93035    
   5.2942846          196917.65          171.91597    
   5.3005857          199795.49          171.90154    
   5.3068867          202715.38          171.88706    
   5.3131877          205677.95          171.87254    
   5.3194888          208683.81          171.85797    
   5.3257898          211733.60          171.84336    
   5.3320908          214827.97          171.82869    
   5.3383919          217967.55          171.81398    
   5.3446929          221153.02          171.79923    
   5.3509939          224385.05          171.78442    
   5.3572949          227664.30          171.76957    
   5.3635960          230991.48          171.75468    
   5.3698970          234367.29          171.73973    
   5.3761980          237792.43          171.72474    
   5.3824991          241267.63          171.70971    
   5.3888001          244793.62          171.69463    
   5.3951011          248371.13          171.67950    
   5.4014022          252000.93          171.66433    
   5.4077032          255683.78          171.64911    
   5.4140042          259420.45          171.63384    
   5.4203052          263211.73          171.61853    
   5.4266063          267058.42          171.60318    
   5.4329073          270961.32          171.58778    
   5.4392083          274921.26          171.57233    
   5.4455094          278939.08          171.55684    
   5.4518104          283015.61          171.54130    
   5.4581114          287151.72          171.52573    
   5.4644125          291348.27          171.51010    
   5.4707135          295606.16          171.49443    
   5.4770145          299926.27          171.47872    
   5.4833155          304309.52          171.46297    
   5.4896166          308756.83          171.44717    
   5.4959176          313269.13          171.43133    
   5.5022186          317847.38          171.41544    
   5.5085197          322492.53          171.39951    
   5.5148207          327205.57          171.38354    
   5.5211217          331987.49          171.36753    
   5.5274228          336839.30          171.35147    
   5.5337238          341762.01          171.33538    
   5.5400248          346756.66          171.31924    
   5.5463258          351824.31          171.30306    
   5.5526269          356966.01          171.28684    
   5.5589279          362182.87          171.27058    
   5.5652289          367475.96          171.25427    
   5.5715300          372846.41          171.23793    
   5.5778310          378295.34          171.22155    
   5.5841320          383823.91          171.20513    
   5.5904331          389433.27          171.18867    
   5.5967341          395124.61          171.17217    
   5.6030351          400899.13          171.15563    
   5.6093361          406758.03          171.13906    
   5.6156372          412702.57          171.12244    
   5.6219382          418733.98          171.10579    
   5.6282392          424853.53          171.08910    
   5.6345403          431062.52          171.07238    
   5.6408413          437362.25          171.05562    
   5.6471423          443754.04          171.03882    
   5.6534434          450239.25          171.02199    
   5.6597444          456819.23          171.00512    
   5.6660454          463495.38          170.98822    
   5.6723464          470269.10          170.97128    
   5.6786475          477141.81          170.95431    
   5.6849485          484114.96          170.93731    
   5.6912495          491190.02          170.92027    
   5.6975506          498368.47          170.90321    
   5.7038516          505651.84          170.88611    
   5.7101526          513041.65          170.86897    
   5.7164537          520539.45          170.85181    
   5.7227547          528146.83          170.83462    
   5.7290557          535865.39          170.81740    
   5.7353567          543696.75          170.80014    
   5.7416578          551642.57          170.78286    
   5.7479588          559704.50          170.76555    
   5.7542598          567884.26          170.74822    
   5.7605609          576183.56          170.73085    
   5.7668619          584604.14          170.71346    
   5.7731629          593147.79          170.69605    
   5.7794640          601816.31          170.67861    
   5.7857650          610611.50          170.66114    
   5.7920660          619535.23          170.64365    
   5.7983670          628589.38          170.62614    
   5.8046681          637775.85          170.60860    
   5.8109691          647096.57          170.59104    
   5.8172701          656553.51          170.57346    
   5.8235712          666148.66          170.55586    
   5.8298722          675884.04          170.53824    
   5.8361732          685761.69          170.52060    
   5.8424743          695783.70          170.50294    
   5.8487753          705952.17          170.48526    
   5.8550763          716269.26          170.46757    
   5.8613773          726737.11          170.44986    
   5.8676784          737357.96          170.43213    
   5.8739794          748134.01          170.41439    
   5.8802804          759067.56          170.39663    
   5.8865815          770160.89          170.37887    
   5.8928825          781416.34          170.36108    
   5.8991835          792836.29          170.34329    
   5.9054846          804423.13          170.32549    
   5.9117856          816179.31          170.30767    
   5.9180866          828107.29          170.28985    
   5.9243876          840209.60          170.27201    
   5.9306887          852488.78          170.25417    
   5.9369897          864947.40          170.23633    
   5.9432907          877588.11          170.21847    
   5.9495918          890413.55          170.20062    
   5.9558928          903426.43          170.18276    
   5.9621938          916629.48          170.16489    
   5.9684949          930025.49          170.14702    
   5.9747959          943617.27          170.12916    
   5.9810969          957407.69          170.11129    
   5.9873979          971399.64          170.09342    
   5.9936990          985596.09          170.07555    
   6.0000000          1000000.0          170.05769    
