   LOG10(FN) FN  Magnitudes: Y11, Y12 ... Y21, Y22 ... [mhos]
   3.6749199          4730.6403         0.59729074E-05
   3.6812210          4799.7759         0.60601980E-05
   3.6875220          4869.9218         0.61487643E-05
   3.6938230          4941.0929         0.62386249E-05
   3.7001241          5013.3041         0.63297988E-05
   3.7064251          5086.5707         0.64223051E-05
   3.7127261          5160.9079         0.65161633E-05
   3.7190271          5236.3316         0.66113933E-05
   3.7253282          5312.8575         0.67080150E-05
   3.7316292          5390.5019         0.68060487E-05
   3.7379302          5469.2809         0.69055152E-05
   3.7442313          5549.2113         0.70064352E-05
   3.7505323          5630.3098         0.71088302E-05
   3.7568333          5712.5935         0.72127217E-05
   3.7631344          5796.0797         0.73181314E-05
   3.7694354          5880.7861         0.74250816E-05
   3.7757364          5966.7303         0.75335949E-05
   3.7820374          6053.9306         0.76436940E-05
   3.7883385          6142.4053         0.77554021E-05
   3.7946395          6232.1730         0.78687428E-05
   3.8009405          6323.2526         0.79837400E-05
   3.8072416          6415.6633         0.81004177E-05
   3.8135426          6509.4245         0.82188006E-05
   3.8198436          6604.5559         0.83389136E-05
   3.8261447          6701.0777         0.84607819E-05
   3.8324457          6799.0100         0.85844314E-05
   3.8387467          6898.3736         0.87098878E-05
   3.8450477          6999.1893         0.88371778E-05
   3.8513488          7101.4784         0.89663280E-05
   3.8576498          7205.2624         0.90973657E-05
   3.8639508          7310.5631         0.92303184E-05
   3.8702519          7417.4028         0.93652141E-05
   3.8765529          7525.8038         0.95020813E-05
   3.8828539          7635.7890         0.96409487E-05
   3.8891550          7747.3817         0.97818456E-05
   3.8954560          7860.6051         0.99248016E-05
   3.9017570          7975.4833         0.10069847E-04
   3.9080580          8092.0404         0.10217012E-04
   3.9143591          8210.3009         0.10366327E-04
   3.9206601          8330.2896         0.10517825E-04
   3.9269611          8452.0320         0.10671537E-04
   3.9332622          8575.5535         0.10827496E-04
   3.9395632          8700.8802         0.10985733E-04
   3.9458642          8828.0386         0.11146283E-04
   3.9521653          8957.0552         0.11309180E-04
   3.9584663          9087.9574         0.11474457E-04
   3.9647673          9220.7726         0.11642149E-04
   3.9710683          9355.5288         0.11812292E-04
   3.9773694          9492.2544         0.11984922E-04
   3.9836704          9630.9782         0.12160075E-04
   3.9899714          9771.7294         0.12337787E-04
   3.9962725          9914.5375         0.12518097E-04
   4.0025735          10059.433         0.12701042E-04
   4.0088745          10206.446         0.12886660E-04
   4.0151756          10355.607         0.13074991E-04
   4.0214766          10506.948         0.13266075E-04
   4.0277776          10660.501         0.13459950E-04
   4.0340786          10816.298         0.13656660E-04
   4.0403797          10974.372         0.13856244E-04
   4.0466807          11134.756         0.14058745E-04
   4.0529817          11297.484         0.14264205E-04
   4.0592828          11462.590         0.14472668E-04
   4.0655838          11630.109         0.14684178E-04
   4.0718848          11800.076         0.14898779E-04
   4.0781859          11972.528         0.15116516E-04
   4.0844869          12147.499         0.15337435E-04
   4.0907879          12325.028         0.15561583E-04
   4.0970889          12505.151         0.15789006E-04
   4.1033900          12687.907         0.16019753E-04
   4.1096910          12873.333         0.16253873E-04
   4.1159920          13061.469         0.16491414E-04
   4.1222931          13252.355         0.16732426E-04
   4.1285941          13446.030         0.16976961E-04
   4.1348951          13642.536         0.17225069E-04
   4.1411962          13841.914         0.17476803E-04
   4.1474972          14044.206         0.17732217E-04
   4.1537982          14249.454         0.17991363E-04
   4.1600992          14457.701         0.18254296E-04
   4.1664003          14668.992         0.18521072E-04
   4.1727013          14883.371         0.18791747E-04
   4.1790023          15100.883         0.19066377E-04
   4.1853034          15321.573         0.19345021E-04
   4.1916044          15545.489         0.19627738E-04
   4.1979054          15772.677         0.19914586E-04
   4.2042065          16003.186         0.20205626E-04
   4.2105075          16237.063         0.20500919E-04
   4.2168085          16474.358         0.20800528E-04
   4.2231095          16715.122         0.21104516E-04
   4.2294106          16959.403         0.21412946E-04
   4.2357116          17207.255         0.21725884E-04
   4.2420126          17458.729         0.22043395E-04
   4.2483137          17713.878         0.22365546E-04
   4.2546147          17972.757         0.22692406E-04
   4.2609157          18235.418         0.23024042E-04
   4.2672168          18501.918         0.23360525E-04
   4.2735178          18772.313         0.23701926E-04
   4.2798188          19046.659         0.24048316E-04
   4.2861198          19325.015         0.24399768E-04
   4.2924209          19607.439         0.24756356E-04
   4.2987219          19893.990         0.25118156E-04
   4.3050229          20184.729         0.25485243E-04
   4.3113240          20479.717         0.25857695E-04
   4.3176250          20779.017         0.26235590E-04
   4.3239260          21082.690         0.26619008E-04
   4.3302271          21390.801         0.27008030E-04
   4.3365281          21703.415         0.27402736E-04
   4.3428291          22020.598         0.27803211E-04
   4.3491301          22342.416         0.28209539E-04
   4.3554312          22668.938         0.28621805E-04
   4.3617322          23000.231         0.29040096E-04
   4.3680332          23336.366         0.29464500E-04
   4.3743343          23677.414         0.29895107E-04
   4.3806353          24023.445         0.30332007E-04
   4.3869363          24374.534         0.30775291E-04
   4.3932374          24730.754         0.31225054E-04
   4.3995384          25092.179         0.31681390E-04
   4.4058394          25458.887         0.32144395E-04
   4.4121404          25830.954         0.32614167E-04
   4.4184415          26208.458         0.33090804E-04
   4.4247425          26591.479         0.33574407E-04
   4.4310435          26980.099         0.34065078E-04
   4.4373446          27374.397         0.34562919E-04
   4.4436456          27774.458         0.35068036E-04
   4.4499466          28180.365         0.35580535E-04
   4.4562477          28592.205         0.36100524E-04
   4.4625487          29010.064         0.36628112E-04
   4.4688497          29434.029         0.37163410E-04
   4.4751507          29864.190         0.37706532E-04
   4.4814518          30300.638         0.38257591E-04
   4.4877528          30743.464         0.38816704E-04
   4.4940538          31192.762         0.39383987E-04
   4.5003549          31648.626         0.39959561E-04
   4.5066559          32111.152         0.40543547E-04
   4.5129569          32580.438         0.41136068E-04
   4.5192580          33056.582         0.41737247E-04
   4.5255590          33539.685         0.42347213E-04
   4.5318600          34029.848         0.42966093E-04
   4.5381610          34527.175         0.43594017E-04
   4.5444621          35031.769         0.44231119E-04
   4.5507631          35543.738         0.44877531E-04
   4.5570641          36063.189         0.45533390E-04
   4.5633652          36590.232         0.46198834E-04
   4.5696662          37124.977         0.46874003E-04
   4.5759672          37667.537         0.47559039E-04
   4.5822683          38218.026         0.48254087E-04
   4.5885693          38776.560         0.48959292E-04
   4.5948703          39343.257         0.49674804E-04
   4.6011713          39918.236         0.50400772E-04
   4.6074724          40501.618         0.51137350E-04
   4.6137734          41093.525         0.51884693E-04
   4.6200744          41694.083         0.52642958E-04
   4.6263755          42303.418         0.53412304E-04
   4.6326765          42921.658         0.54192894E-04
   4.6389775          43548.933         0.54984891E-04
   4.6452786          44185.376         0.55788464E-04
   4.6515796          44831.119         0.56603780E-04
   4.6578806          45486.300         0.57431011E-04
   4.6641816          46151.056         0.58270332E-04
   4.6704827          46825.527         0.59121919E-04
   4.6767837          47509.855         0.59985951E-04
   4.6830847          48204.183         0.60862611E-04
   4.6893858          48908.660         0.61752083E-04
   4.6956868          49623.431         0.62654554E-04
   4.7019878          50348.649         0.63570214E-04
   4.7082889          51084.465         0.64499256E-04
   4.7145899          51831.035         0.65441875E-04
   4.7208909          52588.515         0.66398270E-04
   4.7271919          53357.066         0.67368642E-04
   4.7334930          54136.849         0.68353195E-04
   4.7397940          54928.027         0.69352138E-04
   4.7460950          55730.768         0.70365679E-04
   4.7523961          56545.241         0.71394032E-04
   4.7586971          57371.617         0.72437415E-04
   4.7649981          58210.070         0.73496045E-04
   4.7712992          59060.776         0.74570147E-04
   4.7776002          59923.915         0.75659947E-04
   4.7839012          60799.668         0.76765673E-04
   4.7902022          61688.220         0.77887559E-04
   4.7965033          62589.758         0.79025840E-04
   4.8028043          63504.471         0.80180757E-04
   4.8091053          64432.552         0.81352552E-04
   4.8154064          65374.196         0.82541472E-04
   4.8217074          66329.602         0.83747768E-04
   4.8280084          67298.971         0.84971693E-04
   4.8343095          68282.506         0.86213505E-04
   4.8406105          69280.415         0.87473465E-04
   4.8469115          70292.908         0.88751839E-04
   4.8532125          71320.198         0.90048896E-04
   4.8595136          72362.501         0.91364908E-04
   4.8658146          73420.037         0.92700153E-04
   4.8721156          74493.028         0.94054912E-04
   4.8784167          75581.701         0.95429470E-04
   4.8847177          76686.283         0.96824116E-04
   4.8910187          77807.009         0.98239145E-04
   4.8973198          78944.113         0.99674853E-04
   4.9036208          80097.836         0.10113154E-03
   4.9099218          81268.419         0.10260952E-03
   4.9162228          82456.110         0.10410910E-03
   4.9225239          83661.158         0.10563059E-03
   4.9288249          84883.817         0.10717432E-03
   4.9351259          86124.345         0.10874061E-03
   4.9414270          87383.002         0.11032980E-03
   4.9477280          88660.054         0.11194220E-03
   4.9540290          89955.769         0.11357817E-03
   4.9603301          91270.420         0.11523805E-03
   4.9666311          92604.285         0.11692219E-03
   4.9729321          93957.642         0.11863094E-03
   4.9792331          95330.779         0.12036466E-03
   4.9855342          96723.983         0.12212372E-03
   4.9918352          98137.548         0.12390849E-03
   4.9981362          99571.771         0.12571934E-03
   5.0044373          101026.95         0.12755665E-03
   5.0107383          102503.40         0.12942082E-03
   5.0170393          104001.43         0.13131223E-03
   5.0233404          105521.35         0.13323128E-03
   5.0296414          107063.49         0.13517838E-03
   5.0359424          108628.16         0.13715393E-03
   5.0422434          110215.69         0.13915836E-03
   5.0485445          111826.43         0.14119208E-03
   5.0548455          113460.71         0.14325552E-03
   5.0611465          115118.87         0.14534911E-03
   5.0674476          116801.27         0.14747330E-03
   5.0737486          118508.25         0.14962854E-03
   5.0800496          120240.18         0.15181528E-03
   5.0863507          121997.42         0.15403397E-03
   5.0926517          123780.34         0.15628508E-03
   5.0989527          125589.32         0.15856910E-03
   5.1052537          127424.74         0.16088650E-03
   5.1115548          129286.97         0.16323776E-03
   5.1178558          131176.43         0.16562338E-03
   5.1241568          133093.50         0.16804387E-03
   5.1304579          135038.58         0.17049974E-03
   5.1367589          137012.09         0.17299149E-03
   5.1430599          139014.44         0.17551966E-03
   5.1493610          141046.06         0.17808478E-03
   5.1556620          143107.36         0.18068738E-03
   5.1619630          145198.79         0.18332803E-03
   5.1682640          147320.79         0.18600726E-03
   5.1745651          149473.80         0.18872565E-03
   5.1808661          151658.27         0.19148376E-03
   5.1871671          153874.67         0.19428219E-03
   5.1934682          156123.46         0.19712151E-03
   5.1997692          158405.11         0.20000232E-03
   5.2060702          160720.11         0.20292524E-03
   5.2123713          163068.94         0.20589088E-03
   5.2186723          165452.10         0.20889985E-03
   5.2249733          167870.09         0.21195280E-03
   5.2312743          170323.41         0.21505037E-03
   5.2375754          172812.59         0.21819320E-03
   5.2438764          175338.14         0.22138197E-03
   5.2501774          177900.61         0.22461734E-03
   5.2564785          180500.52         0.22789999E-03
   5.2627795          183138.43         0.23123062E-03
   5.2690805          185814.89         0.23460992E-03
   5.2753816          188530.47         0.23803861E-03
   5.2816826          191285.73         0.24151740E-03
   5.2879836          194081.26         0.24504704E-03
   5.2942846          196917.65         0.24862826E-03
   5.3005857          199795.49         0.25226182E-03
   5.3068867          202715.38         0.25594848E-03
   5.3131877          205677.95         0.25968902E-03
   5.3194888          208683.81         0.26348422E-03
   5.3257898          211733.60         0.26733489E-03
   5.3320908          214827.97         0.27124183E-03
   5.3383919          217967.55         0.27520588E-03
   5.3446929          221153.02         0.27922785E-03
   5.3509939          224385.05         0.28330860E-03
   5.3572949          227664.30         0.28744899E-03
   5.3635960          230991.48         0.29164989E-03
   5.3698970          234367.29         0.29591219E-03
   5.3761980          237792.43         0.30023677E-03
   5.3824991          241267.63         0.30462456E-03
   5.3888001          244793.62         0.30907647E-03
   5.3951011          248371.13         0.31359344E-03
   5.4014022          252000.93         0.31817643E-03
   5.4077032          255683.78         0.32282639E-03
   5.4140042          259420.45         0.32754431E-03
   5.4203052          263211.73         0.33233118E-03
   5.4266063          267058.42         0.33718801E-03
   5.4329073          270961.32         0.34211582E-03
   5.4392083          274921.26         0.34711564E-03
   5.4455094          278939.08         0.35218853E-03
   5.4518104          283015.61         0.35733556E-03
   5.4581114          287151.72         0.36255782E-03
   5.4644125          291348.27         0.36785639E-03
   5.4707135          295606.16         0.37323239E-03
   5.4770145          299926.27         0.37868697E-03
   5.4833155          304309.52         0.38422126E-03
   5.4896166          308756.83         0.38983643E-03
   5.4959176          313269.13         0.39553366E-03
   5.5022186          317847.38         0.40131416E-03
   5.5085197          322492.53         0.40717913E-03
   5.5148207          327205.57         0.41312982E-03
   5.5211217          331987.49         0.41916747E-03
   5.5274228          336839.30         0.42529336E-03
   5.5337238          341762.01         0.43150877E-03
   5.5400248          346756.66         0.43781502E-03
   5.5463258          351824.31         0.44421344E-03
   5.5526269          356966.01         0.45070536E-03
   5.5589279          362182.87         0.45729216E-03
   5.5652289          367475.96         0.46397521E-03
   5.5715300          372846.41         0.47075594E-03
   5.5778310          378295.34         0.47763577E-03
   5.5841320          383823.91         0.48461614E-03
   5.5904331          389433.27         0.49169852E-03
   5.5967341          395124.61         0.49888441E-03
   5.6030351          400899.13         0.50617531E-03
   5.6093361          406758.03         0.51357277E-03
   5.6156372          412702.57         0.52107834E-03
   5.6219382          418733.98         0.52869360E-03
   5.6282392          424853.53         0.53642015E-03
   5.6345403          431062.52         0.54425962E-03
   5.6408413          437362.25         0.55221365E-03
   5.6471423          443754.04         0.56028394E-03
   5.6534434          450239.25         0.56847216E-03
   5.6597444          456819.23         0.57678005E-03
   5.6660454          463495.38         0.58520936E-03
   5.6723464          470269.10         0.59376185E-03
   5.6786475          477141.81         0.60243934E-03
   5.6849485          484114.96         0.61124364E-03
   5.6912495          491190.02         0.62017661E-03
   5.6975506          498368.47         0.62924013E-03
   5.7038516          505651.84         0.63843611E-03
   5.7101526          513041.65         0.64776648E-03
   5.7164537          520539.45         0.65723321E-03
   5.7227547          528146.83         0.66683829E-03
   5.7290557          535865.39         0.67658375E-03
   5.7353567          543696.75         0.68647163E-03
   5.7416578          551642.57         0.69650401E-03
   5.7479588          559704.50         0.70668301E-03
   5.7542598          567884.26         0.71701077E-03
   5.7605609          576183.56         0.72748947E-03
   5.7668619          584604.14         0.73812131E-03
   5.7731629          593147.79         0.74890852E-03
   5.7794640          601816.31         0.75985338E-03
   5.7857650          610611.50         0.77095820E-03
   5.7920660          619535.23         0.78222530E-03
   5.7983670          628589.38         0.79365707E-03
   5.8046681          637775.85         0.80525591E-03
   5.8109691          647096.57         0.81702426E-03
   5.8172701          656553.51         0.82896459E-03
   5.8235712          666148.66         0.84107943E-03
   5.8298722          675884.04         0.85337132E-03
   5.8361732          685761.69         0.86584284E-03
   5.8424743          695783.70         0.87849663E-03
   5.8487753          705952.17         0.89133535E-03
   5.8550763          716269.26         0.90436170E-03
   5.8613773          726737.11         0.91757842E-03
   5.8676784          737357.96         0.93098830E-03
   5.8739794          748134.01         0.94459415E-03
   5.8802804          759067.56         0.95839884E-03
   5.8865815          770160.89         0.97240529E-03
   5.8928825          781416.34         0.98661642E-03
   5.8991835          792836.29         0.10010353E-02
   5.9054846          804423.13         0.10156648E-02
   5.9117856          816179.31         0.10305082E-02
   5.9180866          828107.29         0.10455684E-02
   5.9243876          840209.60         0.10608488E-02
   5.9306887          852488.78         0.10763525E-02
   5.9369897          864947.40         0.10920828E-02
   5.9432907          877588.11         0.11080429E-02
   5.9495918          890413.55         0.11242363E-02
   5.9558928          903426.43         0.11406664E-02
   5.9621938          916629.48         0.11573366E-02
   5.9684949          930025.49         0.11742504E-02
   5.9747959          943617.27         0.11914113E-02
   5.9810969          957407.69         0.12088231E-02
   5.9873979          971399.64         0.12264894E-02
   5.9936990          985596.09         0.12444138E-02
   6.0000000          1000000.0         0.12626002E-02
