   LOG10(FN) FN  Calc. Mag.: Z11, Z12 ... Z21, Z22 ... [ohms]
   3.6749199          4730.6403         0.49572801E-01
   3.6812210          4799.7759         0.50251535E-01
   3.6875220          4869.9218         0.50939521E-01
   3.6938230          4941.0929         0.51636886E-01
   3.7001241          5013.3041         0.52343756E-01
   3.7064251          5086.5707         0.53060261E-01
   3.7127261          5160.9079         0.53786531E-01
   3.7190271          5236.3316         0.54522698E-01
   3.7253282          5312.8575         0.55268896E-01
   3.7316292          5390.5019         0.56025261E-01
   3.7379302          5469.2809         0.56791932E-01
   3.7442313          5549.2113         0.57569047E-01
   3.7505323          5630.3098         0.58356748E-01
   3.7568333          5712.5935         0.59155178E-01
   3.7631344          5796.0797         0.59964483E-01
   3.7694354          5880.7861         0.60784809E-01
   3.7757364          5966.7303         0.61616307E-01
   3.7820374          6053.9306         0.62459126E-01
   3.7883385          6142.4053         0.63313421E-01
   3.7946395          6232.1730         0.64179347E-01
   3.8009405          6323.2526         0.65057061E-01
   3.8072416          6415.6633         0.65946722E-01
   3.8135426          6509.4245         0.66848493E-01
   3.8198436          6604.5559         0.67762536E-01
   3.8261447          6701.0777         0.68689019E-01
   3.8324457          6799.0100         0.69628109E-01
   3.8387467          6898.3736         0.70579976E-01
   3.8450477          6999.1893         0.71544794E-01
   3.8513488          7101.4784         0.72522737E-01
   3.8576498          7205.2624         0.73513983E-01
   3.8639508          7310.5631         0.74518712E-01
   3.8702519          7417.4028         0.75537105E-01
   3.8765529          7525.8038         0.76569349E-01
   3.8828539          7635.7890         0.77615629E-01
   3.8891550          7747.3817         0.78676135E-01
   3.8954560          7860.6051         0.79751060E-01
   3.9017570          7975.4833         0.80840598E-01
   3.9080580          8092.0404         0.81944947E-01
   3.9143591          8210.3009         0.83064306E-01
   3.9206601          8330.2896         0.84198879E-01
   3.9269611          8452.0320         0.85348870E-01
   3.9332622          8575.5535         0.86514488E-01
   3.9395632          8700.8802         0.87695943E-01
   3.9458642          8828.0386         0.88893450E-01
   3.9521653          8957.0552         0.90107226E-01
   3.9584663          9087.9574         0.91337488E-01
   3.9647673          9220.7726         0.92584461E-01
   3.9710683          9355.5288         0.93848369E-01
   3.9773694          9492.2544         0.95129440E-01
   3.9836704          9630.9782         0.96427907E-01
   3.9899714          9771.7294         0.97744004E-01
   3.9962725          9914.5375         0.99077968E-01
   4.0025735          10059.433         0.10043004    
   4.0088745          10206.446         0.10180046    
   4.0151756          10355.607         0.10318949    
   4.0214766          10506.948         0.10459736    
   4.0277776          10660.501         0.10602434    
   4.0340786          10816.298         0.10747068    
   4.0403797          10974.372         0.10893665    
   4.0466807          11134.756         0.11042250    
   4.0529817          11297.484         0.11192850    
   4.0592828          11462.590         0.11345493    
   4.0655838          11630.109         0.11500206    
   4.0718848          11800.076         0.11657017    
   4.0781859          11972.528         0.11815954    
   4.0844869          12147.499         0.11977047    
   4.0907879          12325.028         0.12140322    
   4.0970889          12505.151         0.12305811    
   4.1033900          12687.907         0.12473543    
   4.1096910          12873.333         0.12643548    
   4.1159920          13061.469         0.12815857    
   4.1222931          13252.355         0.12990501    
   4.1285941          13446.030         0.13167510    
   4.1348951          13642.536         0.13346917    
   4.1411962          13841.914         0.13528755    
   4.1474972          14044.206         0.13713055    
   4.1537982          14249.454         0.13899851    
   4.1600992          14457.701         0.14089176    
   4.1664003          14668.992         0.14281065    
   4.1727013          14883.371         0.14475551    
   4.1790023          15100.883         0.14672670    
   4.1853034          15321.573         0.14872457    
   4.1916044          15545.489         0.15074948    
   4.1979054          15772.677         0.15280179    
   4.2042065          16003.186         0.15488187    
   4.2105075          16237.063         0.15699009    
   4.2168085          16474.358         0.15912683    
   4.2231095          16715.122         0.16129247    
   4.2294106          16959.403         0.16348740    
   4.2357116          17207.255         0.16571201    
   4.2420126          17458.729         0.16796670    
   4.2483137          17713.878         0.17025188    
   4.2546147          17972.757         0.17256794    
   4.2609157          18235.418         0.17491532    
   4.2672168          18501.918         0.17729441    
   4.2735178          18772.313         0.17970566    
   4.2798188          19046.659         0.18214949    
   4.2861198          19325.015         0.18462634    
   4.2924209          19607.439         0.18713664    
   4.2987219          19893.990         0.18968086    
   4.3050229          20184.729         0.19225944    
   4.3113240          20479.717         0.19487283    
   4.3176250          20779.017         0.19752152    
   4.3239260          21082.690         0.20020597    
   4.3302271          21390.801         0.20292665    
   4.3365281          21703.415         0.20568406    
   4.3428291          22020.598         0.20847868    
   4.3491301          22342.416         0.21131101    
   4.3554312          22668.938         0.21418156    
   4.3617322          23000.231         0.21709084    
   4.3680332          23336.366         0.22003936    
   4.3743343          23677.414         0.22302765    
   4.3806353          24023.445         0.22605624    
   4.3869363          24374.534         0.22912567    
   4.3932374          24730.754         0.23223649    
   4.3995384          25092.179         0.23538924    
   4.4058394          25458.887         0.23858449    
   4.4121404          25830.954         0.24182280    
   4.4184415          26208.458         0.24510476    
   4.4247425          26591.479         0.24843093    
   4.4310435          26980.099         0.25180192    
   4.4373446          27374.397         0.25521831    
   4.4436456          27774.458         0.25868072    
   4.4499466          28180.365         0.26218977    
   4.4562477          28592.205         0.26574606    
   4.4625487          29010.064         0.26935023    
   4.4688497          29434.029         0.27300292    
   4.4751507          29864.190         0.27670477    
   4.4814518          30300.638         0.28045645    
   4.4877528          30743.464         0.28425861    
   4.4940538          31192.762         0.28811193    
   4.5003549          31648.626         0.29201708    
   4.5066559          32111.152         0.29597477    
   4.5129569          32580.438         0.29998568    
   4.5192580          33056.582         0.30405052    
   4.5255590          33539.685         0.30817002    
   4.5318600          34029.848         0.31234490    
   4.5381610          34527.175         0.31657590    
   4.5444621          35031.769         0.32086376    
   4.5507631          35543.738         0.32520925    
   4.5570641          36063.189         0.32961311    
   4.5633652          36590.232         0.33407614    
   4.5696662          37124.977         0.33859912    
   4.5759672          37667.537         0.34318284    
   4.5822683          38218.026         0.34782812    
   4.5885693          38776.560         0.35253576    
   4.5948703          39343.257         0.35730660    
   4.6011713          39918.236         0.36214148    
   4.6074724          40501.618         0.36704124    
   4.6137734          41093.525         0.37200675    
   4.6200744          41694.083         0.37703888    
   4.6263755          42303.418         0.38213852    
   4.6326765          42921.658         0.38730655    
   4.6389775          43548.933         0.39254389    
   4.6452786          44185.376         0.39785145    
   4.6515796          44831.119         0.40323017    
   4.6578806          45486.300         0.40868098    
   4.6641816          46151.056         0.41420485    
   4.6704827          46825.527         0.41980275    
   4.6767837          47509.855         0.42547564    
   4.6830847          48204.183         0.43122453    
   4.6893858          48908.660         0.43705042    
   4.6956868          49623.431         0.44295433    
   4.7019878          50348.649         0.44893729    
   4.7082889          51084.465         0.45500034    
   4.7145899          51831.035         0.46114456    
   4.7208909          52588.515         0.46737101    
   4.7271919          53357.066         0.47368077    
   4.7334930          54136.849         0.48007496    
   4.7397940          54928.027         0.48655467    
   4.7460950          55730.768         0.49312106    
   4.7523961          56545.241         0.49977525    
   4.7586971          57371.617         0.50651841    
   4.7649981          58210.070         0.51335172    
   4.7712992          59060.776         0.52027635    
   4.7776002          59923.915         0.52729353    
   4.7839012          60799.668         0.53440447    
   4.7902022          61688.220         0.54161040    
   4.7965033          62589.758         0.54891259    
   4.8028043          63504.471         0.55631229    
   4.8091053          64432.552         0.56381079    
   4.8154064          65374.196         0.57140940    
   4.8217074          66329.602         0.57910944    
   4.8280084          67298.971         0.58691224    
   4.8343095          68282.506         0.59481915    
   4.8406105          69280.415         0.60283154    
   4.8469115          70292.908         0.61095081    
   4.8532125          71320.198         0.61917836    
   4.8595136          72362.501         0.62751562    
   4.8658146          73420.037         0.63596402    
   4.8721156          74493.028         0.64452502    
   4.8784167          75581.701         0.65320012    
   4.8847177          76686.283         0.66199081    
   4.8910187          77807.009         0.67089860    
   4.8973198          78944.113         0.67992504    
   4.9036208          80097.836         0.68907169    
   4.9099218          81268.419         0.69834012    
   4.9162228          82456.110         0.70773192    
   4.9225239          83661.158         0.71724873    
   4.9288249          84883.817         0.72689218    
   4.9351259          86124.345         0.73666393    
   4.9414270          87383.002         0.74656566    
   4.9477280          88660.054         0.75659908    
   4.9540290          89955.769         0.76676591    
   4.9603301          91270.420         0.77706791    
   4.9666311          92604.285         0.78750684    
   4.9729321          93957.642         0.79808449    
   4.9792331          95330.779         0.80880268    
   4.9855342          96723.983         0.81966326    
   4.9918352          98137.548         0.83066808    
   4.9981362          99571.771         0.84181903    
   5.0044373          101026.95         0.85311802    
   5.0107383          102503.40         0.86456699    
   5.0170393          104001.43         0.87616790    
   5.0233404          105521.35         0.88792273    
   5.0296414          107063.49         0.89983350    
   5.0359424          108628.16         0.91190224    
   5.0422434          110215.69         0.92413101    
   5.0485445          111826.43         0.93652190    
   5.0548455          113460.71         0.94907703    
   5.0611465          115118.87         0.96179854    
   5.0674476          116801.27         0.97468860    
   5.0737486          118508.25         0.98774940    
   5.0800496          120240.18          1.0009832    
   5.0863507          121997.42          1.0143922    
   5.0926517          123780.34          1.0279787    
   5.0989527          125589.32          1.0417450    
   5.1052537          127424.74          1.0556935    
   5.1115548          129286.97          1.0698266    
   5.1178558          131176.43          1.0841465    
   5.1241568          133093.50          1.0986559    
   5.1304579          135038.58          1.1133570    
   5.1367589          137012.09          1.1282525    
   5.1430599          139014.44          1.1433448    
   5.1493610          141046.06          1.1586366    
   5.1556620          143107.36          1.1741303    
   5.1619630          145198.79          1.1898286    
   5.1682640          147320.79          1.2057342    
   5.1745651          149473.80          1.2218498    
   5.1808661          151658.27          1.2381780    
   5.1871671          153874.67          1.2547217    
   5.1934682          156123.46          1.2714837    
   5.1997692          158405.11          1.2884667    
   5.2060702          160720.11          1.3056736    
   5.2123713          163068.94          1.3231073    
   5.2186723          165452.10          1.3407709    
   5.2249733          167870.09          1.3586671    
   5.2312743          170323.41          1.3767991    
   5.2375754          172812.59          1.3951699    
   5.2438764          175338.14          1.4137826    
   5.2501774          177900.61          1.4326403    
   5.2564785          180500.52          1.4517462    
   5.2627795          183138.43          1.4711034    
   5.2690805          185814.89          1.4907153    
   5.2753816          188530.47          1.5105852    
   5.2816826          191285.73          1.5307162    
   5.2879836          194081.26          1.5511119    
   5.2942846          196917.65          1.5717756    
   5.3005857          199795.49          1.5927108    
   5.3068867          202715.38          1.6139210    
   5.3131877          205677.95          1.6354097    
   5.3194888          208683.81          1.6571805    
   5.3257898          211733.60          1.6792371    
   5.3320908          214827.97          1.7015831    
   5.3383919          217967.55          1.7242222    
   5.3446929          221153.02          1.7471582    
   5.3509939          224385.05          1.7703950    
   5.3572949          227664.30          1.7939364    
   5.3635960          230991.48          1.8177863    
   5.3698970          234367.29          1.8419487    
   5.3761980          237792.43          1.8664276    
   5.3824991          241267.63          1.8912270    
   5.3888001          244793.62          1.9163511    
   5.3951011          248371.13          1.9418040    
   5.4014022          252000.93          1.9675900    
   5.4077032          255683.78          1.9937132    
   5.4140042          259420.45          2.0201782    
   5.4203052          263211.73          2.0469891    
   5.4266063          267058.42          2.0741504    
   5.4329073          270961.32          2.1016667    
   5.4392083          274921.26          2.1295425    
   5.4455094          278939.08          2.1577823    
   5.4518104          283015.61          2.1863908    
   5.4581114          287151.72          2.2153728    
   5.4644125          291348.27          2.2447329    
   5.4707135          295606.16          2.2744761    
   5.4770145          299926.27          2.3046072    
   5.4833155          304309.52          2.3351312    
   5.4896166          308756.83          2.3660531    
   5.4959176          313269.13          2.3973779    
   5.5022186          317847.38          2.4291109    
   5.5085197          322492.53          2.4612571    
   5.5148207          327205.57          2.4938219    
   5.5211217          331987.49          2.5268105    
   5.5274228          336839.30          2.5602285    
   5.5337238          341762.01          2.5940812    
   5.5400248          346756.66          2.6283742    
   5.5463258          351824.31          2.6631131    
   5.5526269          356966.01          2.6983035    
   5.5589279          362182.87          2.7339512    
   5.5652289          367475.96          2.7700620    
   5.5715300          372846.41          2.8066417    
   5.5778310          378295.34          2.8436964    
   5.5841320          383823.91          2.8812320    
   5.5904331          389433.27          2.9192547    
   5.5967341          395124.61          2.9577706    
   5.6030351          400899.13          2.9967860    
   5.6093361          406758.03          3.0363071    
   5.6156372          412702.57          3.0763405    
   5.6219382          418733.98          3.1168925    
   5.6282392          424853.53          3.1579698    
   5.6345403          431062.52          3.1995790    
   5.6408413          437362.25          3.2417269    
   5.6471423          443754.04          3.2844201    
   5.6534434          450239.25          3.3276657    
   5.6597444          456819.23          3.3714706    
   5.6660454          463495.38          3.4158418    
   5.6723464          470269.10          3.4607865    
   5.6786475          477141.81          3.5063120    
   5.6849485          484114.96          3.5524255    
   5.6912495          491190.02          3.5991346    
   5.6975506          498368.47          3.6464466    
   5.7038516          505651.84          3.6943692    
   5.7101526          513041.65          3.7429100    
   5.7164537          520539.45          3.7920770    
   5.7227547          528146.83          3.8418778    
   5.7290557          535865.39          3.8923206    
   5.7353567          543696.75          3.9434133    
   5.7416578          551642.57          3.9951642    
   5.7479588          559704.50          4.0475815    
   5.7542598          567884.26          4.1006736    
   5.7605609          576183.56          4.1544490    
   5.7668619          584604.14          4.2089162    
   5.7731629          593147.79          4.2640839    
   5.7794640          601816.31          4.3199609    
   5.7857650          610611.50          4.3765562    
   5.7920660          619535.23          4.4338786    
   5.7983670          628589.38          4.4919374    
   5.8046681          637775.85          4.5507417    
   5.8109691          647096.57          4.6103008    
   5.8172701          656553.51          4.6706243    
   5.8235712          666148.66          4.7317217    
   5.8298722          675884.04          4.7936026    
   5.8361732          685761.69          4.8562770    
   5.8424743          695783.70          4.9197545    
   5.8487753          705952.17          4.9840455    
   5.8550763          716269.26          5.0491599    
   5.8613773          726737.11          5.1151080    
   5.8676784          737357.96          5.1819003    
   5.8739794          748134.01          5.2495474    
   5.8802804          759067.56          5.3180598    
   5.8865815          770160.89          5.3874483    
   5.8928825          781416.34          5.4577240    
   5.8991835          792836.29          5.5288977    
   5.9054846          804423.13          5.6009808    
   5.9117856          816179.31          5.6739846    
   5.9180866          828107.29          5.7479205    
   5.9243876          840209.60          5.8228001    
   5.9306887          852488.78          5.8986352    
   5.9369897          864947.40          5.9754376    
   5.9432907          877588.11          6.0532194    
   5.9495918          890413.55          6.1319928    
   5.9558928          903426.43          6.2117700    
   5.9621938          916629.48          6.2925637    
   5.9684949          930025.49          6.3743863    
   5.9747959          943617.27          6.4572507    
   5.9810969          957407.69          6.5411698    
   5.9873979          971399.64          6.6261566    
   5.9936990          985596.09          6.7122246    
   6.0000000          1000000.0          6.7993870    
