   LOG10(FN)  FN  Calculated  |Hphase| H11, H12 ... H21, H22 ...
   3.0889241          1227.2249         0.53637873         0.53672611    
   3.0952252          1245.1600         0.53150325         0.53186252    
   3.1015262          1263.3573         0.52660002         0.52696939    
   3.1078272          1281.8206         0.52166955         0.52204717    
   3.1141283          1300.5536         0.51671235         0.51709631    
   3.1204293          1319.5605         0.51172898         0.51211732    
   3.1267303          1338.8451         0.50672001         0.50711072    
   3.1330314          1358.4115         0.50168603         0.50207708    
   3.1393324          1378.2639         0.49662766         0.49701700    
   3.1456334          1398.4064         0.49154551         0.49193111    
   3.1519344          1418.8433         0.48644026         0.48682007    
   3.1582355          1439.5789         0.48131258         0.48168461    
   3.1645365          1460.6175         0.47616317         0.47652545    
   3.1708375          1481.9636         0.47099275         0.47134337    
   3.1771386          1503.6216         0.46580207         0.46613919    
   3.1834396          1525.5962         0.46059189         0.46091376    
   3.1897406          1547.8919         0.45536299         0.45566796    
   3.1960417          1570.5134         0.45011620         0.45040271    
   3.2023427          1593.4656         0.44485235         0.44511897    
   3.2086437          1616.7531         0.43957229         0.43981771    
   3.2149447          1640.3810         0.43427689         0.43449997    
   3.2212458          1664.3543         0.42896707         0.42916680    
   3.2275468          1688.6778         0.42364375         0.42381927    
   3.2338478          1713.3569         0.41830786         0.41845852    
   3.2401489          1738.3966         0.41296039         0.41308567    
   3.2464499          1763.8022         0.40760231         0.40770191    
   3.2527509          1789.5792         0.40223464         0.40230842    
   3.2590520          1815.7329         0.39685842         0.39690644    
   3.2653530          1842.2687         0.39147468         0.39149722    
   3.2716540          1869.1924         0.38608453         0.38608201    
   3.2779550          1896.5096         0.38068903         0.38066212    
   3.2842561          1924.2260         0.37528933         0.37523885    
   3.2905571          1952.3474         0.36988654         0.36981352    
   3.2968581          1980.8798         0.36448183         0.36438748    
   3.3031592          2009.8292         0.35907637         0.35896208    
   3.3094602          2039.2017         0.35367135         0.35353869    
   3.3157612          2069.0035         0.34826799         0.34811868    
   3.3220623          2099.2408         0.34286751         0.34270343    
   3.3283633          2129.9200         0.33747117         0.33729433    
   3.3346643          2161.0475         0.33208023         0.33189278    
   3.3409653          2192.6299         0.32669596         0.32650016    
   3.3472664          2224.6740         0.32131966         0.32111787    
   3.3535674          2257.1863         0.31595263         0.31574731    
   3.3598684          2290.1737         0.31059621         0.31038986    
   3.3661695          2323.6433         0.30525172         0.30504690    
   3.3724705          2357.6020         0.29992051         0.29971981    
   3.3787715          2392.0570         0.29460393         0.29440996    
   3.3850726          2427.0155         0.28930337         0.28911870    
   3.3913736          2462.4849         0.28402018         0.28384739    
   3.3976746          2498.4727         0.27875577         0.27859734    
   3.4039756          2534.9864         0.27351151         0.27336988    
   3.4102767          2572.0338         0.26828881         0.26816632    
   3.4165777          2609.6226         0.26308907         0.26298793    
   3.4228787          2647.7607         0.25791370         0.25783600    
   3.4291798          2686.4562         0.25276410         0.25271176    
   3.4354808          2725.7172         0.24764169         0.24761645    
   3.4417818          2765.5520         0.24254788         0.24255130    
   3.4480829          2805.9689         0.23748407         0.23751748    
   3.4543839          2846.9765         0.23245167         0.23251617    
   3.4606849          2888.5834         0.22745208         0.22754854    
   3.4669859          2930.7984         0.22248671         0.22261571    
   3.4732870          2973.6303         0.21755693         0.21771881    
   3.4795880          3017.0882         0.21266413         0.21285893    
   3.4858890          3061.1812         0.20780968         0.20803715    
   3.4921901          3105.9185         0.20299494         0.20325453    
   3.4984911          3151.3097         0.19822126         0.19851212    
   3.5047921          3197.3643         0.19348998         0.19381095    
   3.5110932          3244.0919         0.18880239         0.18915204    
   3.5173942          3291.5024         0.18415982         0.18453638    
   3.5236952          3339.6058         0.17956352         0.17996496    
   3.5299962          3388.4122         0.17501478         0.17543877    
   3.5362973          3437.9319         0.17051481         0.17095877    
   3.5425983          3488.1753         0.16606483         0.16652591    
   3.5488993          3539.1529         0.16166603         0.16214116    
   3.5552004          3590.8756         0.15731958         0.15780545    
   3.5615014          3643.3542         0.15302658         0.15351973    
   3.5678024          3696.5997         0.14878816         0.14928493    
   3.5741035          3750.6233         0.14460537         0.14510198    
   3.5804045          3805.4365         0.14047926         0.14097181    
   3.5867055          3861.0508         0.13641081         0.13689536    
   3.5930065          3917.4778         0.13240099         0.13287353    
   3.5993076          3974.7294         0.12845073         0.12890727    
   3.6056086          4032.8178         0.12456091         0.12499748    
   3.6119096          4091.7551         0.12073237         0.12114509    
   3.6182107          4151.5537         0.11696591         0.11735101    
   3.6245117          4212.2263         0.11326229         0.11361615    
   3.6308127          4273.7855         0.10962223         0.10994140    
   3.6371138          4336.2444         0.10604638         0.10632766    
   3.6434148          4399.6161         0.10253537         0.10277580    
   3.6497158          4463.9139         0.99089759E-01     0.99286683E-01
   3.6560168          4529.1514         0.95710074E-01     0.95861159E-01
   3.6623179          4595.3424         0.92396783E-01     0.92500045E-01
   3.6686189          4662.5006         0.89150302E-01     0.89204134E-01
   3.6749199          4730.6403         0.85970996E-01     0.85974188E-01
   3.6812210          4799.7759         0.82859177E-01     0.82810932E-01
   3.6875220          4869.9218         0.79815103E-01     0.79715051E-01
   3.6938230          4941.0929         0.76838978E-01     0.76687183E-01
   3.7001241          5013.3041         0.73930951E-01     0.73727912E-01
   3.7064251          5086.5707         0.71091115E-01     0.70837768E-01
   3.7127261          5160.9079         0.68319507E-01     0.68017217E-01
   3.7190271          5236.3316         0.65616111E-01     0.65266657E-01
   3.7253282          5312.8575         0.62980852E-01     0.62586415E-01
   3.7316292          5390.5019         0.60413600E-01     0.59976739E-01
   3.7379302          5469.2809         0.57914172E-01     0.57437798E-01
   3.7442313          5549.2113         0.55482326E-01     0.54969674E-01
   3.7505323          5630.3098         0.53117767E-01     0.52572362E-01
   3.7568333          5712.5935         0.50820145E-01     0.50245764E-01
   3.7631344          5796.0797         0.48589055E-01     0.47989692E-01
   3.7694354          5880.7861         0.46424039E-01     0.45803860E-01
   3.7757364          5966.7303         0.44324588E-01     0.43687890E-01
   3.7820374          6053.9306         0.42290139E-01     0.41641305E-01
   3.7883385          6142.4053         0.40320079E-01     0.39663537E-01
   3.7946395          6232.1730         0.38413746E-01     0.37753922E-01
   3.8009405          6323.2526         0.36570431E-01     0.35911706E-01
   3.8072416          6415.6633         0.34789374E-01     0.34136047E-01
   3.8135426          6509.4245         0.33069773E-01     0.32426018E-01
   3.8198436          6604.5559         0.31410781E-01     0.30780610E-01
   3.8261447          6701.0777         0.29811509E-01     0.29198739E-01
   3.8324457          6799.0100         0.28271024E-01     0.27679248E-01
   3.8387467          6898.3736         0.26788360E-01     0.26220913E-01
   3.8450477          6999.1893         0.25362510E-01     0.24822453E-01
   3.8513488          7101.4784         0.23992432E-01     0.23482528E-01
   3.8576498          7205.2624         0.22677053E-01     0.22199751E-01
   3.8639508          7310.5631         0.21415268E-01     0.20972694E-01
   3.8702519          7417.4028         0.20205944E-01     0.19799890E-01
   3.8765529          7525.8038         0.19047921E-01     0.18679844E-01
   3.8828539          7635.7890         0.17940016E-01     0.17611036E-01
   3.8891550          7747.3817         0.16881022E-01     0.16591929E-01
   3.8954560          7860.6051         0.15869715E-01     0.15620974E-01
   3.9017570          7975.4833         0.14904852E-01     0.14696613E-01
   3.9080580          8092.0404         0.13985178E-01     0.13817291E-01
   3.9143591          8210.3009         0.13109423E-01     0.12981454E-01
   3.9206601          8330.2896         0.12276309E-01     0.12187558E-01
   3.9269611          8452.0320         0.11484551E-01     0.11434072E-01
   3.9332622          8575.5535         0.10732856E-01     0.10719483E-01
   3.9395632          8700.8802         0.10019933E-01     0.10042297E-01
   3.9458642          8828.0386         0.93444877E-02     0.94010490E-02
   3.9521653          8957.0552         0.87052287E-02     0.87942976E-02
   3.9584663          9087.9574         0.81008696E-02     0.82206345E-02
   3.9647673          9220.7726         0.75301301E-02     0.76786837E-02
   3.9710683          9355.5288         0.69917392E-02     0.71671050E-02
   3.9773694          9492.2544         0.64844366E-02     0.66845955E-02
   3.9836704          9630.9782         0.60069752E-02     0.62298912E-02
   3.9899714          9771.7294         0.55581228E-02     0.58017686E-02
   3.9962725          9914.5375         0.51366642E-02     0.53990459E-02
   4.0025735          10059.433         0.47414028E-02     0.50205839E-02
   4.0088745          10206.446         0.43711623E-02     0.46652867E-02
   4.0151756          10355.607         0.40247884E-02     0.43321024E-02
   4.0214766          10506.948         0.37011504E-02     0.40200234E-02
   4.0277776          10660.501         0.33991423E-02     0.37280866E-02
   4.0340786          10816.298         0.31176842E-02     0.34553738E-02
   4.0403797          10974.372         0.28557236E-02     0.32010110E-02
   4.0466807          11134.756         0.26122362E-02     0.29641681E-02
   4.0529817          11297.484         0.23862270E-02     0.27440587E-02
   4.0592828          11462.590         0.21767310E-02     0.25399380E-02
   4.0655838          11630.109         0.19828141E-02     0.23511022E-02
   4.0718848          11800.076         0.18035735E-02     0.21768856E-02
   4.0781859          11972.528         0.16381381E-02     0.20166578E-02
   4.0844869          12147.499         0.14856689E-02     0.18698195E-02
   4.0907879          12325.028         0.13453596E-02     0.17357973E-02
   4.0970889          12505.151         0.12164359E-02     0.16140369E-02
   4.1033900          12687.907         0.10981564E-02     0.15039957E-02
   4.1096910          12873.333         0.98981202E-03     0.14051326E-02
   4.1159920          13061.469         0.89072577E-03     0.13168991E-02
   4.1222931          13252.355         0.80025276E-03     0.12387282E-02
   4.1285941          13446.030         0.71777960E-03     0.11700262E-02
   4.1348951          13642.536         0.64272403E-03     0.11101656E-02
   4.1411962          13841.914         0.57453438E-03     0.10584828E-02
   4.1474972          14044.206         0.51268891E-03     0.10142795E-02
   4.1537982          14249.454         0.45669519E-03     0.97683053E-03
   4.1600992          14457.701         0.40608930E-03     0.94539537E-03
   4.1664003          14668.992         0.36043509E-03     0.91923337E-03
   4.1727013          14883.371         0.31932331E-03     0.89762029E-03
   4.1790023          15100.883         0.28237068E-03     0.87986422E-03
   4.1853034          15321.573         0.24921905E-03     0.86531899E-03
   4.1916044          15545.489         0.21953439E-03     0.85339416E-03
   4.1979054          15772.677         0.19300579E-03     0.84356112E-03
   4.2042065          16003.186         0.16934454E-03     0.83535543E-03
   4.2105075          16237.063         0.14828305E-03     0.82837605E-03
   4.2168085          16474.358         0.12957388E-03     0.82228225E-03
   4.2231095          16715.122         0.11298869E-03     0.81678891E-03
   4.2294106          16959.403         0.98317263E-04     0.81166101E-03
   4.2357116          17207.255         0.85366481E-04     0.80670769E-03
   4.2420126          17458.729         0.73959342E-04     0.80177648E-03
   4.2483137          17713.878         0.63933987E-04     0.79674779E-03
   4.2546147          17972.757         0.55142750E-04     0.79152984E-03
   4.2609157          18235.418         0.47451232E-04     0.78605423E-03
   4.2672168          18501.918         0.40737399E-04     0.78027191E-03
   4.2735178          18772.313         0.34890718E-04     0.77414982E-03
   4.2798188          19046.659         0.29811313E-04     0.76766798E-03
   4.2861198          19325.015         0.25409168E-04     0.76081693E-03
   4.2924209          19607.439         0.21603355E-04     0.75359570E-03
   4.2987219          19893.990         0.18321305E-04     0.74601005E-03
   4.3050229          20184.729         0.15498112E-04     0.73807098E-03
   4.3113240          20479.717         0.13075878E-04     0.72979351E-03
   4.3176250          20779.017         0.11003092E-04     0.72119573E-03
   4.3239260          21082.690         0.92340534E-05     0.71229789E-03
   4.3302271          21390.801         0.77283253E-05     0.70312179E-03
   4.3365281          21703.415         0.64502285E-05     0.69369018E-03
   4.3428291          22020.598         0.53683711E-05     0.68402634E-03
   4.3491301          22342.416         0.44552123E-05     0.67415370E-03
   4.3554312          22668.938         0.36866605E-05     0.66409555E-03
   4.3617322          23000.231         0.30417033E-05     0.65387481E-03
   4.3680332          23336.366         0.25020692E-05     0.64351385E-03
   4.3743343          23677.414         0.20519181E-05     0.63303437E-03
   4.3806353          24023.445         0.16775600E-05     0.62245725E-03
   4.3869363          24374.534         0.13672007E-05     0.61180253E-03
   4.3932374          24730.754         0.11107111E-05     0.60108931E-03
   4.3995384          25092.179         0.89942037E-06     0.59033572E-03
   4.4058394          25458.887         0.72593017E-06     0.57955895E-03
   4.4121404          25830.954         0.58394899E-06     0.56877518E-03
   4.4184415          26208.458         0.46814456E-06     0.55799963E-03
   4.4247425          26591.479         0.37401303E-06     0.54724653E-03
   4.4310435          26980.099         0.29776353E-06     0.53652919E-03
   4.4373446          27374.397         0.23621650E-06     0.52585999E-03
   4.4436456          27774.458         0.18671468E-06     0.51525040E-03
   4.4499466          28180.365         0.14704537E-06     0.50471105E-03
   4.4562477          28592.205         0.11537287E-06     0.49425172E-03
   4.4625487          29010.064         0.90179925E-07     0.48388139E-03
   4.4688497          29434.029         0.70217247E-07     0.47360830E-03
   4.4751507          29864.190         0.54460174E-07     0.46343994E-03
   4.4814518          30300.638         0.42071566E-07     0.45338312E-03
   4.4877528          30743.464         0.32370204E-07     0.44344399E-03
   4.4940538          31192.762         0.24803990E-07     0.43362807E-03
   4.5003549          31648.626         0.18927307E-07     0.42394030E-03
   4.5066559          32111.152         0.14381978E-07     0.41438508E-03
   4.5129569          32580.438         0.10881326E-07     0.40496626E-03
   4.5192580          33056.582         0.81968855E-08     0.39568721E-03
   4.5255590          33539.685         0.61473752E-08     0.38655084E-03
   4.5318600          34029.848         0.45895896E-08     0.37755964E-03
   4.5381610          34527.175         0.34109100E-08     0.36871567E-03
   4.5444621          35031.769         0.25231753E-08     0.36002062E-03
   4.5507631          35543.738         0.18576905E-08     0.35147585E-03
   4.5570641          36063.189         0.13611798E-08     0.34308237E-03
   4.5633652          36590.232         0.99252357E-09     0.33484087E-03
   4.5696662          37124.977         0.72013808E-09     0.32675180E-03
   4.5759672          37667.537         0.51988371E-09     0.31881531E-03
   4.5822683          38218.026         0.37340273E-09     0.31103132E-03
   4.5885693          38776.560         0.26680527E-09     0.30339953E-03
   4.5948703          39343.257         0.18963617E-09     0.29591943E-03
   4.6011713          39918.236         0.13406687E-09     0.28859031E-03
   4.6074724          40501.618         0.94266707E-10     0.28141131E-03
   4.6137734          41093.525         0.65916519E-10     0.27438138E-03
   4.6200744          41694.083         0.45834357E-10     0.26749936E-03
   4.6263755          42303.418         0.31689123E-10     0.26076392E-03
   4.6326765          42921.658         0.21782723E-10     0.25417364E-03
   4.6389775          43548.933         0.14885279E-10     0.24772698E-03
   4.6452786          44185.376         0.10111231E-10     0.24142230E-03
   4.6515796          44831.119         0.68267197E-11     0.23525787E-03
   4.6578806          45486.300         0.45807771E-11     0.22923190E-03
   4.6641816          46151.056         0.30545179E-11     0.22334252E-03
   4.6704827          46825.527         0.20238548E-11     0.21758779E-03
   4.6767837          47509.855         0.13323097E-11     0.21196574E-03
   4.6830847          48204.183         0.87131565E-12     0.20647433E-03
   4.6893858          48908.660         0.56603713E-12     0.20111149E-03
   4.6956868          49623.431         0.36523070E-12     0.19587513E-03
   4.7019878          50348.649         0.23404304E-12     0.19076312E-03
   4.7082889          51084.465         0.14893015E-12     0.18577332E-03
   4.7145899          51831.035         0.94097837E-13     0.18090355E-03
   4.7208909          52588.515         0.59025215E-13     0.17615165E-03
   4.7271919          53357.066         0.36754161E-13     0.17151544E-03
   4.7334930          54136.849         0.22716200E-13     0.16699272E-03
   4.7397940          54928.027         0.13933928E-13     0.16258131E-03
   4.7460950          55730.768         0.84814041E-14     0.15827904E-03
   4.7523961          56545.241         0.51223003E-14     0.15408373E-03
   4.7586971          57371.617         0.30691022E-14     0.14999321E-03
   4.7649981          58210.070         0.18241131E-14     0.14600533E-03
   4.7712992          59060.776         0.10753020E-14     0.14211796E-03
   4.7776002          59923.915         0.62862366E-15     0.13832898E-03
   4.7839012          60799.668         0.36439713E-15     0.13463627E-03
   4.7902022          61688.220         0.20942310E-15     0.13103777E-03
   4.7965033          62589.758         0.11931091E-15     0.12753141E-03
   4.8028043          63504.471         0.67372286E-16     0.12411516E-03
   4.8091053          64432.552         0.37702185E-16     0.12078701E-03
   4.8154064          65374.196         0.20906123E-16     0.11754497E-03
   4.8217074          66329.602         0.11485208E-16     0.11438709E-03
   4.8280084          67298.971         0.62502618E-17     0.11131142E-03
   4.8343095          68282.506         0.33688846E-17     0.10831609E-03
   4.8406105          69280.415         0.17981924E-17     0.10539920E-03
   4.8469115          70292.908         0.95034390E-18     0.10255892E-03
   4.8532125          71320.198         0.49722321E-18     0.99793438E-04
   4.8595136          72362.501         0.25750062E-18     0.97100970E-04
   4.8658146          73420.037         0.13197468E-18     0.94479767E-04
   4.8721156          74493.028         0.66929332E-19     0.91928108E-04
   4.8784167          75581.701         0.33580161E-19     0.89444305E-04
   4.8847177          76686.283         0.16665380E-19     0.87026702E-04
   4.8910187          77807.009         0.81797186E-20     0.84673674E-04
   4.8973198          78944.113         0.39698633E-20     0.82383626E-04
   4.9036208          80097.836         0.19047980E-20     0.80154995E-04
   4.9099218          81268.419         0.90339844E-21     0.77986251E-04
   4.9162228          82456.110         0.42343466E-21     0.75875894E-04
   4.9225239          83661.158         0.19610491E-21     0.73822452E-04
   4.9288249          84883.817         0.89722744E-22     0.71824490E-04
   4.9351259          86124.345         0.40545657E-22     0.69880597E-04
   4.9414270          87383.002         0.18093735E-22     0.67989396E-04
   4.9477280          88660.054         0.79719976E-23     0.66149540E-04
   4.9540290          89955.769         0.34671513E-23     0.64359708E-04
   4.9603301          91270.420         0.14881795E-23     0.62618613E-04
   4.9666311          92604.285         0.63026541E-24     0.60924993E-04
   4.9729321          93957.642         0.26332046E-24     0.59277616E-04
   4.9792331          95330.779         0.10850369E-24     0.57675279E-04
   4.9855342          96723.983         0.44086699E-25     0.56116805E-04
   4.9918352          98137.548         0.17659427E-25     0.54601045E-04
   4.9981362          99571.771         0.69719270E-26     0.53126876E-04
   5.0044373          101026.95         0.27122891E-26     0.51693203E-04
   5.0107383          102503.40         0.10394992E-26     0.50298957E-04
   5.0170393          104001.43         0.39238628E-27     0.48943091E-04
   5.0233404          105521.35         0.14584777E-27     0.47624588E-04
   5.0296414          107063.49         0.53367309E-28     0.46342453E-04
   5.0359424          108628.16         0.19219043E-28     0.45095714E-04
   5.0422434          110215.69         0.68101853E-29     0.43883426E-04
   5.0485445          111826.43         0.23738037E-29     0.42704664E-04
   5.0548455          113460.71         0.81372110E-30     0.41558527E-04
   5.0611465          115118.87         0.27424308E-30     0.40444138E-04
   5.0674476          116801.27         0.90846391E-31     0.39360640E-04
   5.0737486          118508.25         0.29571428E-31     0.38307197E-04
   5.0800496          120240.18         0.94560190E-32     0.37282996E-04
   5.0863507          121997.42         0.29695642E-32     0.36287242E-04
   5.0926517          123780.34         0.91558863E-33     0.35319164E-04
   5.0989527          125589.32         0.27707946E-33     0.34378006E-04
   5.1052537          127424.74         0.82276440E-34     0.33463034E-04
   5.1115548          129286.97         0.23965296E-34     0.32573534E-04
   5.1178558          131176.43         0.68453098E-35     0.31708807E-04
   5.1241568          133093.50         0.19167751E-35     0.30868174E-04
   5.1304579          135038.58         0.52599250E-36     0.30050975E-04
   5.1367589          137012.09         0.14140955E-36     0.29256564E-04
   5.1430599          139014.44         0.37232906E-37     0.28484313E-04
   5.1493610          141046.06         0.95979867E-38     0.27733613E-04
   5.1556620          143107.36         0.24215425E-38     0.27003866E-04
   5.1619630          145198.79         0.59774258E-39     0.26294495E-04
   5.1682640          147320.79         0.14430971E-39     0.25604934E-04
   5.1745651          149473.80         0.34062996E-40     0.24934635E-04
   5.1808661          151658.27         0.78581510E-41     0.24283062E-04
   5.1871671          153874.67         0.17711281E-41     0.23649694E-04
   5.1934682          156123.46         0.38986208E-42     0.23034026E-04
   5.1997692          158405.11         0.83779982E-43     0.22435564E-04
   5.2060702          160720.11         0.17570012E-43     0.21853827E-04
   5.2123713          163068.94         0.35944960E-44     0.21288348E-04
   5.2186723          165452.10         0.71707926E-45     0.20738673E-04
   5.2249733          167870.09         0.13943951E-45     0.20204359E-04
   5.2312743          170323.41         0.26419080E-46     0.19684976E-04
   5.2375754          172812.59         0.48751001E-47     0.19180104E-04
   5.2438764          175338.14         0.87579292E-48     0.18689336E-04
   5.2501774          177900.61         0.15310402E-48     0.18212276E-04
   5.2564785          180500.52         0.26034623E-49     0.17748537E-04
   5.2627795          183138.43         0.43043241E-50     0.17297743E-04
   5.2690805          185814.89         0.69159840E-51     0.16859531E-04
   5.2753816          188530.47         0.10794480E-51     0.16433543E-04
   5.2816826          191285.73         0.16358690E-52     0.16019436E-04
   5.2879836          194081.26         0.24059775E-53     0.15616872E-04
   5.2942846          196917.65         0.34326135E-54     0.15225526E-04
   5.3005857          199795.49         0.47483133E-55     0.14845078E-04
   5.3068867          202715.38         0.63653539E-56     0.14475219E-04
   5.3131877          205677.95         0.82653024E-57     0.14115650E-04
   5.3194888          208683.81         0.10390319E-57     0.13766076E-04
   5.3257898          211733.60         0.12638934E-58     0.13426215E-04
   5.3320908          214827.97         0.14868858E-59     0.13095788E-04
   5.3383919          217967.55         0.16908336E-60     0.12774528E-04
   5.3446929          221153.02         0.18575791E-61     0.12462172E-04
   5.3509939          224385.05         0.19705177E-62     0.12158467E-04
   5.3572949          227664.30         0.20172500E-63     0.11863165E-04
   5.3635960          230991.48         0.19917807E-64     0.11576026E-04
   5.3698970          234367.29         0.18957366E-65     0.11296816E-04
   5.3761980          237792.43         0.17382717E-66     0.11025308E-04
   5.3824991          241267.63         0.15346350E-67     0.10761281E-04
   5.3888001          244793.62         0.13037099E-68     0.10504520E-04
   5.3951011          248371.13         0.10650792E-69     0.10254816E-04
   5.4014022          252000.93         0.83625853E-71     0.10011968E-04
   5.4077032          255683.78         0.63064575E-72     0.97757766E-05
   5.4140042          259420.45         0.45650021E-73     0.95460513E-05
   5.4203052          263211.73         0.31697660E-74     0.93226056E-05
   5.4266063          267058.42         0.21098909E-75     0.91052583E-05
   5.4329073          270961.32         0.13453982E-76     0.88938337E-05
   5.4392083          274921.26         0.82130949E-78     0.86881606E-05
   5.4455094          278939.08         0.47965678E-79     0.84880730E-05
   5.4518104          283015.61         0.26780592E-80     0.82934094E-05
   5.4581114          287151.72         0.14284632E-81     0.81040129E-05
   5.4644125          291348.27         0.72738782E-83     0.79197311E-05
   5.4707135          295606.16         0.35334194E-84     0.77404159E-05
   5.4770145          299926.27         0.16361978E-85     0.75659233E-05
   5.4833155          304309.52         0.72170926E-87     0.73961137E-05
   5.4896166          308756.83         0.30300101E-88     0.72308512E-05
   5.4959176          313269.13         0.12098894E-89     0.70700039E-05
   5.5022186          317847.38         0.45912021E-91     0.69134437E-05
   5.5085197          322492.53         0.16544002E-92     0.67610460E-05
   5.5148207          327205.57         0.56563617E-94     0.66126901E-05
   5.5211217          331987.49         0.18334114E-95     0.64682586E-05
   5.5274228          336839.30         0.56292067E-97     0.63276373E-05
   5.5337238          341762.01         0.16358064E-98     0.61907156E-05
   5.5400248          346756.66         0.44951216-100     0.60573860E-05
   5.5463258          351824.31         0.11670720-101     0.59275440E-05
   5.5526269          356966.01         0.28603335-103     0.58010883E-05
   5.5589279          362182.87         0.66116351-105     0.56779205E-05
   5.5652289          367475.96         0.14400543-106     0.55579449E-05
   5.5715300          372846.41         0.29527405-108     0.54410690E-05
   5.5778310          378295.34         0.56943065-110     0.53272025E-05
   5.5841320          383823.91         0.10318395-111     0.52162580E-05
   5.5904331          389433.27         0.17551718-113     0.51081508E-05
   5.5967341          395124.61         0.27998681-115     0.50027985E-05
   5.6030351          400899.13         0.41844065-117     0.49001212E-05
   5.6093361          406758.03         0.58528855-119     0.48000413E-05
   5.6156372          412702.57         0.76542226-121     0.47024835E-05
   5.6219382          418733.98         0.93492227-123     0.46073748E-05
   5.6282392          424853.53         0.10654549-124     0.45146444E-05
   5.6345403          431062.52         0.11316569-126     0.44242235E-05
   5.6408413          437362.25         0.11190330-128     0.43360453E-05
   5.6471423          443754.04         0.10290598-130     0.42500452E-05
   5.6534434          450239.25         0.87906756-133     0.41661605E-05
   5.6597444          456819.23         0.69677876-135     0.40843301E-05
   5.6660454          463495.38         0.51186858-137     0.40044950E-05
   5.6723464          470269.10         0.34810126-139     0.39265980E-05
   5.6786475          477141.81         0.21888776-141     0.38505834E-05
   5.6849485          484114.96         0.12711121-143     0.37763974E-05
   5.6912495          491190.02         0.68086789-146     0.37039878E-05
   5.6975506          498368.47         0.33598580-148     0.36333037E-05
   5.7038516          505651.84         0.15255017-150     0.35642962E-05
   5.7101526          513041.65         0.63648026-153     0.34969176E-05
   5.7164537          520539.45          0.0000000         0.34311215E-05
   5.7227547          528146.83          0.0000000         0.33668634E-05
   5.7290557          535865.39          0.0000000         0.33040996E-05
   5.7353567          543696.75          0.0000000         0.32427882E-05
   5.7416578          551642.57          0.0000000         0.31828883E-05
   5.7479588          559704.50          0.0000000         0.31243603E-05
   5.7542598          567884.26          0.0000000         0.30671659E-05
   5.7605609          576183.56          0.0000000         0.30112679E-05
   5.7668619          584604.14          0.0000000         0.29566302E-05
   5.7731629          593147.79          0.0000000         0.29032179E-05
   5.7794640          601816.31          0.0000000         0.28509972E-05
   5.7857650          610611.50          0.0000000         0.27999352E-05
   5.7920660          619535.23          0.0000000         0.27500001E-05
   5.7983670          628589.38          0.0000000         0.27011611E-05
   5.8046681          637775.85          0.0000000         0.26533883E-05
   5.8109691          647096.57          0.0000000         0.26066527E-05
   5.8172701          656553.51          0.0000000         0.25609263E-05
   5.8235712          666148.66          0.0000000         0.25161818E-05
   5.8298722          675884.04          0.0000000         0.24723928E-05
   5.8361732          685761.69          0.0000000         0.24295338E-05
   5.8424743          695783.70          0.0000000         0.23875801E-05
   5.8487753          705952.17          0.0000000         0.23465076E-05
   5.8550763          716269.26          0.0000000         0.23062929E-05
   5.8613773          726737.11          0.0000000         0.22669137E-05
   5.8676784          737357.96          0.0000000         0.22283479E-05
   5.8739794          748134.01          0.0000000         0.21905744E-05
   5.8802804          759067.56          0.0000000         0.21535727E-05
   5.8865815          770160.89          0.0000000         0.21173228E-05
   5.8928825          781416.34          0.0000000         0.20818053E-05
   5.8991835          792836.29          0.0000000         0.20470017E-05
   5.9054846          804423.13          0.0000000         0.20128936E-05
   5.9117856          816179.31          0.0000000         0.19794636E-05
   5.9180866          828107.29          0.0000000         0.19466945E-05
   5.9243876          840209.60          0.0000000         0.19145698E-05
   5.9306887          852488.78          0.0000000         0.18830735E-05
   5.9369897          864947.40          0.0000000         0.18521899E-05
   5.9432907          877588.11          0.0000000         0.18219039E-05
   5.9495918          890413.55          0.0000000         0.17922010E-05
   5.9558928          903426.43          0.0000000         0.17630669E-05
   5.9621938          916629.48          0.0000000         0.17344879E-05
   5.9684949          930025.49          0.0000000         0.17064505E-05
   5.9747959          943617.27          0.0000000         0.16789418E-05
   5.9810969          957407.69          0.0000000         0.16519492E-05
   5.9873979          971399.64          0.0000000         0.16254604E-05
   5.9936990          985596.09          0.0000000         0.15994637E-05
   6.0000000          1000000.0          0.0000000         0.15739474E-05
